00   0 32791272 31891000 33691544 11.9 11.5 12.2 12280321 11810623 12750019 17.1 16.5 17.8  8188068  7791630  8584506 15.9 15.1 16.6  40696  40383  41009 3594416 3323894 3864938 18.9 17.5 20.4 United States                                 US est99US.dat  11OCT2002
15   0   124495   113364   135626 10.5  9.5 11.4    42650    35210    50089 14.5 11.9 17.0    26931    20583    33279 12.5  9.5 15.4  44755  42667  46843   13527    9940   17115 17.6 12.9 22.2 Hawaii                                        HI est99US.dat  11OCT2002
16   0   154304   142011   166598 12.1 11.2 13.1    61718    52411    71025 16.8 14.3 19.4    37611    29835    45387 14.2 11.2 17.1  36656  35359  37952   21755   16646   26865 22.5 17.2 27.7 Idaho                                         ID est99US.dat  11OCT2002
17   0  1236644  1151073  1322215 10.1  9.4 10.8   480853   423480   538225 15.0 13.2 16.8   312577   263072   362082 13.6 11.4 15.7  45214  43916  46513  150013  122608  177419 17.3 14.1 20.5 Illinois                                      IL est99US.dat  11OCT2002
18   0   517883   462991   572774  8.7  7.8  9.6   180690   144054   217325 11.6  9.2 13.9   111522    80267   142777 10.0  7.2 12.8  40654  39300  42008   58459   41693   75226 13.9  9.9 17.9 Indiana                                       IN est99US.dat  11OCT2002
19   0   243340   218128   268552  8.5  7.6  9.4    79806    62786    96826 11.0  8.6 13.3    46514    31684    61344  8.9  6.1 11.7  39537  38054  41019   27333   19605   35062 14.7 10.5 18.9 Iowa                                          IA est99US.dat  11OCT2002
20   0   269204   244610   293797 10.2  9.3 11.2   101234    84009   118459 14.3 11.9 16.7    64738    49435    80041 12.6  9.6 15.5  39726  38266  41185   31854   24083   39625 16.9 12.8 21.0 Kansas                                        KS est99US.dat  11OCT2002
21   0   566549   527747   605350 14.3 13.3 15.3   198106   173227   222986 20.2 17.7 22.8   130146   108665   151627 18.2 15.2 21.3  33732  32351  35114   62009   50497   73521 24.2 19.7 28.7 Kentucky                                      KY est99US.dat  11OCT2002
22   0   800648   751502   849794 18.3 17.2 19.5   320134   285638   354630 26.4 23.6 29.2   220910   190466   251354 25.0 21.6 28.4  31904  30493  33316   91727   76069  107385 28.9 24.0 33.8 Louisiana                                     LA est99US.dat  11OCT2002
23   0   133122   121745   144499 10.6  9.7 11.5    44205    36698    51713 14.8 12.3 17.3    30301    23511    37091 13.6 10.5 16.6  36902  35504  38300   11253    8205   14300 16.4 11.9 20.8 Maine                                         ME est99US.dat  11OCT2002
24   0   417207   369673   464741  8.0  7.1  8.9   135669   103424   167914 10.1  7.7 12.5    94495    66841   122149  9.5  6.7 12.3  49781  48104  51457   33599   18466   48733  9.7  5.3 14.1 Maryland                                      MD est99US.dat  11OCT2002
25   0   605892   549134   662649  9.7  8.8 10.6   221943   182823   261063 15.0 12.4 17.7   158731   123169   194293 15.0 11.7 18.4  47604  45996  49211   54812   39887   69737 14.0 10.2 17.8 Massachusetts                                 MA est99US.dat  11OCT2002
26   0   971254   900896  1041612  9.9  9.2 10.6   366708   319978   413438 14.2 12.4 16.1   240110   198946   281274 13.0 10.7 15.2  44221  42772  45670  103245   81641  124848 15.5 12.2 18.7 Michigan                                      MI est99US.dat  11OCT2002
27   0   364104   322220   405988  7.5  6.6  8.4   119144    90519   147770  9.3  7.1 11.6    85397    60595   110199  9.2  6.5 11.8  46153  44595  47712   26104   12892   39316  8.0  4.0 12.1 Minnesota                                     MN est99US.dat  11OCT2002
28   0   505676   473087   538266 18.2 17.0 19.4   200883   177659   224106 26.1 23.1 29.1   140009   119557   160461 25.3 21.6 29.0  30739  29224  32254   57090   46362   67818 28.1 22.8 33.4 Mississippi                                   MS est99US.dat  11OCT2002
29   0   627643   579193   676094 11.4 10.6 12.3   236228   202749   269706 16.7 14.3 19.0   160375   130664   190086 15.4 12.6 18.3  37885  36370  39400   66337   51154   81520 18.1 13.9 22.2 Missouri                                      MO est99US.dat  11OCT2002
30   0   126835   117930   135741 14.3 13.3 15.3    45667    39857    51478 20.2 17.6 22.7    29978    24868    35088 17.8 14.8 20.8  32098  30777  33418   13199   10697   15701 24.6 20.0 29.3 Montana                                       MT est99US.dat  11OCT2002
31   0   162806   147643   177970  9.7  8.8 10.6    55575    45495    65654 12.5 10.2 14.8    35990    27229    44751 11.2  8.5 13.9  38668  37307  40029   16780   12170   21390 14.3 10.4 18.3 Nebraska                                      NE est99US.dat  11OCT2002
32   0   200594   183139   218049 10.2  9.3 11.1    76802    64948    88657 15.3 12.9 17.6    47559    37671    57447 13.7 10.8 16.5  41939  40561  43316   24621   18428   30814 17.3 13.0 21.7 Nevada                                        NV est99US.dat  11OCT2002
33   0    82082    70849    93316  6.8  5.8  7.7    25049    17867    32230  8.2  5.9 10.6    16255     9892    22618  7.2  4.4 10.0  47284  45766  48802    6796    3705    9887  9.1  5.0 13.2 New Hampshire                                 NH est99US.dat  11OCT2002
34   0   672744   612593   732895  8.1  7.4  8.8   226205   186727   265684 10.9  9.0 12.8   164654   130670   198638 11.0  8.7 13.2  51426  49843  53010   53047   34415   71678  9.4  6.1 12.7 New Jersey                                    NJ est99US.dat  11OCT2002
35   0   326223   306118   346329 18.2 17.1 19.3   133194   119004   147383 26.4 23.6 29.2    92333    79588   105078 25.0 21.6 28.5  32671  31316  34025   37495   31318   43673 28.7 24.0 33.4 New Mexico                                    NM est99US.dat  11OCT2002
36   0  2566936  2439665  2694207 13.7 13.1 14.4   981547   899240  1063853 21.0 19.3 22.8   674986   602700   747272 20.1 17.9 22.2  41047  39908  42186  274057  237218  310896 22.3 19.3 25.3 New York                                      NY est99US.dat  11OCT2002
37   0   967370   900076  1034665 12.3 11.4 13.1   338861   296936   380786 17.3 15.2 19.4   229128   192424   265832 16.5 13.8 19.1  37563  36382  38745   95890   76891  114889 17.9 14.3 21.4 North Carolina                                NC est99US.dat  11OCT2002
38   0    73107    67074    79139 11.6 10.7 12.6    24918    20970    28866 15.6 13.1 18.1    15597    12220    18974 13.4 10.5 16.3  34206  32813  35599    7684    5942    9427 19.7 15.3 24.2 North Dakota                                  ND est99US.dat  11OCT2002
39   0  1224362  1136684  1312040 11.0 10.2 11.8   460120   403030   517210 16.0 14.1 18.0   284243   236522   331964 13.7 11.4 16.0  39707  38585  40828  158489  128284  188694 21.0 17.0 25.1 Ohio                                          OH est99US.dat  11OCT2002
40   0   469218   436660   501776 13.9 13.0 14.9   174513   151527   197500 19.7 17.1 22.3   111417    91583   131251 17.3 14.2 20.4  33005  31704  34306   56263   45666   66860 23.8 19.3 28.3 Oklahoma                                      OK est99US.dat  11OCT2002
41   0   379250   349206   409293 11.3 10.4 12.1   131441   111496   151385 15.7 13.3 18.1    80320    62844    97796 14.0 11.0 17.1  40033  38677  41389   38737   29880   47594 17.4 13.4 21.3 Oregon                                        OR est99US.dat  11OCT2002
42   0  1207202  1120460  1293945 10.0  9.3 10.8   406902   351017   462786 14.0 12.1 16.0   275181   226253   324109 12.8 10.5 15.0  38918  37705  40130  116809   92502  141117 16.2 12.8 19.6 Pennsylvania                                  PA est99US.dat  11OCT2002
44   0   110366   100812   119920 10.8  9.8 11.7    39827    33376    46277 16.2 13.5 18.8    27669    22009    33329 15.7 12.5 18.9  40965  39534  42395   10936    7973   13899 17.3 12.6 21.9 Rhode Island                                  RI est99US.dat  11OCT2002
45   0   518145   481636   554653 13.2 12.3 14.2   189693   165454   213931 19.2 16.7 21.6   128282   107114   149450 17.9 14.9 20.8  35515  34089  36941   54557   42986   66128 21.9 17.3 26.6 South Carolina                                SC est99US.dat  11OCT2002
46   0    86134    78030    94239 11.7 10.6 12.8    30502    24713    36291 15.4 12.4 18.3    20257    15260    25254 13.9 10.5 17.3  35007  33650  36364    9277    6653   11902 18.5 13.3 23.8 South Dakota                                  SD est99US.dat  11OCT2002
47   0   715198   665031   765364 12.8 11.9 13.7   253004   220371   285637 18.1 15.8 20.5   167435   139289   195581 16.6 13.8 19.4  35624  34281  36968   78297   62654   93940 21.1 16.9 25.3 Tennessee                                     TN est99US.dat  11OCT2002
48   0  3071343  2920604  3222083 15.1 14.3 15.8  1272648  1169525  1375770 21.8 20.0 23.5   831185   742072   920298 20.1 17.9 22.2  38092  36938  39246  395564  345503  445625 24.6 21.5 27.7 Texas                                         TX est99US.dat  11OCT2002
49   0   188053   165077   211028  8.5  7.5  9.6    70949    54140    87759 10.0  7.6 12.3    43158    29149    57167  8.7  5.9 11.5  43778  42327  45229   22215   13455   30975 10.7  6.5 14.9 Utah                                          UT est99US.dat  11OCT2002
50   0    55438    50013    60864  9.3  8.4 10.2    17817    14269    21364 12.3  9.8 14.7    11405     8230    14580 10.4  7.5 13.3  39571  38171  40971    4852    3393    6311 15.4 10.7 20.0 Vermont                                       VT est99US.dat  11OCT2002
51   0   620209   557952   682466  9.0  8.1  9.9   213652   174503   252801 12.4 10.1 14.7   141636   107857   175415 11.4  8.7 14.1  44848  43437  46259   60748   42602   78894 13.4  9.4 17.4 Virginia                                      VA est99US.dat  11OCT2002
53   0   574943   522699   627186  9.9  9.0 10.8   197841   162328   233354 13.1 10.8 15.5   126157    94962   157352 11.6  8.8 14.5  44742  43265  46219   59955   44325   75586 15.2 11.2 19.2 Washington                                    WA est99US.dat  11OCT2002
54   0   290195   270340   310050 16.3 15.2 17.4    95249    84418   106081 23.8 21.1 26.5    65237    55699    74775 22.3 19.1 25.6  30108  28742  31474   27500   22544   32455 27.3 22.4 32.2 West Virginia                                 WV est99US.dat  11OCT2002
55   0   442421   395713   489129  8.4  7.5  9.3   149039   117131   180946 10.9  8.6 13.3    94157    65763   122551  9.4  6.6 12.3  43301  41744  44857   43290   29460   57121 12.8  8.7 16.9 Wisconsin                                     WI est99US.dat  11OCT2002
56   0    54214    49694    58734 11.2 10.3 12.2    19029    15991    22066 15.1 12.7 17.5    11865     9193    14537 12.9 10.0 15.8  37480  36133  38828    5949    4605    7293 19.5 15.1 24.0 Wyoming                                       WY est99US.dat  11OCT2002
