00   0 32791272 31891000 33691544 11.9 11.5 12.2 12280321 11810623 12750019 17.1 16.5 17.8  8188068  7791630  8584506 15.9 15.1 16.6  40696  40383  41009 3594416 3323894 3864938 18.9 17.5 20.4 United States                                 US est99US.dat  11OCT2002
01   0   667468   625251   709685 15.3 14.3 16.2   248412   220295   276528 22.2 19.7 24.7   161413   137117   185709 20.1 17.0 23.1  33840  32372  35309   80329   66230   94427 27.4 22.6 32.2 Alabama                                       AL est99US.dat  11OCT2002
02   0    53963    47918    60009  8.8  7.8  9.7    21176    16621    25730 11.2  8.8 13.6    14137    10154    18120 10.1  7.3 13.0  49133  47528  50738    5625    3631    7619 12.0  7.7 16.3 Alaska                                        AK est99US.dat  11OCT2002
04   0   643045   595693   690397 12.8 11.8 13.7   251160   217690   284631 18.8 16.3 21.3   160987   130985   190989 17.3 14.1 20.5  38642  37345  39939   76016   60366   91666 20.2 16.0 24.3 Arizona                                       AZ est99US.dat  11OCT2002
05   0   395852   369718   421987 15.1 14.1 16.1   146820   128998   164642 21.8 19.2 24.5    94015    78585   109445 19.4 16.2 22.6  31217  29848  32586   47626   39357   55895 26.5 21.9 31.1 Arkansas                                      AR est99US.dat  11OCT2002
06   0  4562089  4349021  4775157 13.7 13.1 14.3  1854292  1712818  1995766 20.2 18.7 21.8  1274716  1148688  1400744 19.2 17.3 21.1  43924  42814  45035  527571  464391  590751 21.6 19.0 24.2 California                                    CA est99US.dat  11OCT2002
08   0   375202   339170   411233  8.9  8.0  9.7   130654   106336   154972 12.0  9.8 14.2    86141    65205   107077 11.1  8.4 13.8  45557  44067  47048   36670   25012   48328 12.3  8.4 16.2 Colorado                                      CO est99US.dat  11OCT2002
09   0   249882   219893   279871  7.5  6.6  8.4    85277    65833   104722 10.2  7.9 12.6    60468    43762    77174 10.0  7.2 12.8  51706  49933  53479   19921   10455   29387  9.0  4.7 13.2 Connecticut                                   CT est99US.dat  11OCT2002
10   0    71888    64795    78980  9.4  8.5 10.3    26736    21903    31570 14.0 11.5 16.5    17757    13469    22045 12.7  9.6 15.8  45201  43731  46670    7926    5729   10122 15.7 11.3 20.0 Delaware                                      DE est99US.dat  11OCT2002
11   0    95123    87288   102959 17.3 15.8 18.7    33503    28931    38075 29.2 25.2 33.1    22906    19106    26706 28.1 23.5 32.8  38654  37318  39990    9628    7287   11969 29.7 22.5 36.9 District of Columbia                          DC est99US.dat  11OCT2002
12   0  1939545  1830183  2048906 12.4 11.7 13.1   669455   602443   736466 18.5 16.6 20.3   446976   389047   504905 17.3 15.1 19.6  36309  35241  37377  183865  152326  215404 19.5 16.2 22.9 Florida                                       FL est99US.dat  11OCT2002
13   0  1013862   938890  1088834 12.7 11.7 13.6   392824   342170   443478 18.3 15.9 20.7   262101   218579   305623 16.8 14.0 19.6  39910  38531  41289  117113   92151  142075 20.0 15.8 24.3 Georgia                                       GA est99US.dat  11OCT2002
