State,Year,wnhm,bnhm,ainhm,asnhm,pinhm,whm,bhm,aihm,ashm,pihm,wnhf,bnhf,ainhf,asnhf,pinhf,whf,bhf,aihf,ashf,pihf
California,2003,"8,175,436","1,181,042","189,353","2,131,700","101,744","5,869,356","116,155","156,698","83,000","24,484","8,366,178","1,231,736","201,556","2,289,908","103,573","5,560,995","121,011","148,551","86,685","24,487"
Colorado,2003,"1,684,909","100,532","29,476","62,779","4,879","419,076","10,166","15,377","3,646","1,495","1,696,529","93,126","29,413","69,790","4,659","379,152","10,620","14,798","3,862","1,424"
Connecticut,2003,"1,296,335","159,286","10,350","55,257","1,788","161,223","18,680","2,994","1,249",800,"1,380,409","175,474","10,543","56,294","1,782","158,699","19,120","2,804","1,315",783
Delaware,2003,"284,434","77,959","2,649","10,821",320,"21,709","2,355",563,200,89,"301,455","87,141","2,855","11,474",337,"18,345","2,408",503,179,77
District of Columbia,2003,"85,821","154,514","1,775","8,159",323,"21,107","3,566",510,294,108,"86,805","187,732","2,171","10,266",384,"18,813","3,627",492,269,93
Florida,2003,"5,340,301","1,237,868","53,604","183,211","11,742","1,489,512","71,395","18,495","8,951","3,809","5,601,532","1,338,359","54,004","205,785","11,619","1,469,870","70,359","15,799","8,995","3,301"
Georgia,2003,"2,659,601","1,204,515","25,621","117,946","4,698","295,166","18,782","6,276","3,052","1,887","2,748,423","1,356,743","26,413","121,943","4,654","212,116","18,041","4,378","2,666","1,267"
Hawaii,2003,"235,208","21,730","9,609","316,192","126,354","35,472","2,391","3,363","18,346","14,333","209,722","16,180","9,247","342,216","124,260","31,874","2,206","3,375","19,192","14,711"
Idaho,2003,"601,061","5,425","12,920","9,088","1,534","61,140","1,105","2,039",592,262,"603,935","4,433","13,167","10,313","1,452","52,538","1,065","2,001",532,235
Illinois,2003,"4,158,335","900,169","26,739","255,797","4,708","857,730","23,942","13,676","5,822","2,627","4,361,042","1,021,945","28,756","265,170","4,960","762,798","24,660","12,169","5,754","2,473"
Indiana,2003,"2,598,590","267,675","18,557","41,498","2,009","131,895","5,844","2,807","1,293",733,"2,705,339","290,672","18,541","42,416","1,983","110,033","5,568","2,482","1,163",513
Iowa,2003,"1,329,311","39,799","8,711","23,069","1,122","50,925","1,785","1,482",458,195,"1,386,636","37,089","8,949","23,858","1,105","42,993","1,655","1,325",464,152
Kansas,2003,"1,113,359","85,836","21,568","30,922","1,554","107,487","3,701","3,186",891,381,"1,158,493","85,357","22,363","31,662","1,444","93,450","3,647","2,752",817,340
Kentucky,2003,"1,797,916","156,840","11,858","20,735","1,530","40,261","2,710","1,044",624,338,"1,891,191","165,503","12,499","21,840","1,519","29,768","2,328",835,561,237
Louisiana,2003,"1,372,991","692,660","20,802","34,276","1,532","56,795","6,253","1,703",866,337,"1,431,768","777,409","21,159","34,441","1,619","52,956","6,696","1,622",847,275
Maine,2003,"614,828","7,143","6,532","6,189",379,"5,822",490,202,134,50,"647,083","5,511","6,911","7,441",436,"5,776",410,238,112,59
Maryland,2003,"1,650,010","744,069","17,360","130,031","2,957","131,396","14,849","3,420","2,067",733,"1,732,503","850,723","19,104","140,015","3,199","118,996","15,274","3,154","2,110",650
Massachusetts,2003,"2,554,381","191,449","15,974","148,301","3,609","202,402","37,489","4,415","2,060","1,544","2,747,261","204,575","17,038","153,900","3,730","201,880","39,214","4,327","2,258","1,622"
Michigan,2003,"3,940,669","702,340","56,542","120,112","3,447","177,987","11,678","6,084","2,148",912,"4,056,316","779,087","59,089","118,849","3,495","158,455","11,952","5,818","2,015",785
Minnesota,2003,"2,196,576","116,742","38,811","89,907","3,390","86,852","4,367","3,575","1,147",457,"2,253,150","108,677","40,012","92,056","2,866","73,342","4,084","3,394","1,027",305
Mississippi,2003,"852,568","493,152","9,961","12,308",977,"24,495","3,255",720,430,239,"887,599","556,212","10,708","13,443",998,"17,670","3,292",580,447,145
Missouri,2003,"2,351,617","316,509","29,163","41,765","3,556","71,222","3,954","2,410",944,415,"2,463,968","356,859","29,903","44,747","3,511","63,748","4,055","2,318",908,387
Montana,2003,"413,062","3,222","32,896","3,492",567,"9,959",361,"1,313",160,64,"414,750","2,431","33,221","4,390",559,"9,617",353,"1,362",192,62
Nebraska,2003,"738,576","39,213","10,131","14,505",869,"59,163","1,743","1,825",456,267,"767,178","39,647","10,620","15,406",814,"49,384","1,535","1,716",462,217
Nevada,2003,"724,643","84,531","18,489","63,675","8,774","248,521","7,048","6,139","3,177","1,459","708,044","83,490","19,332","74,617","8,704","218,704","6,992","5,581","3,401","1,435"
New Hampshire,2003,"599,426","8,003","4,075","11,950",382,"12,658","1,070",338,162,58,"619,629","6,736","3,955","12,250",412,"11,904",970,307,148,55
New Jersey,2003,"2,717,588","554,082","17,849","297,762","4,071","566,896","59,598","10,080","5,158","2,436","2,890,040","621,805","18,755","302,751","4,085","546,250","59,726","9,085","5,286","2,199"
New Mexico,2003,"406,368","22,112","86,886","12,365","1,180","387,786","6,029","11,693","2,186",850,"423,773","19,209","92,532","14,493","1,178","390,512","6,663","11,676","2,273",858
New York,2003,"5,820,660","1,385,772","59,255","633,110","10,737","1,235,385","241,929","31,143","13,726","6,693","6,179,271","1,617,586","65,154","645,533","11,674","1,246,370","269,450","30,543","14,573","6,879"
North Carolina,2003,"2,870,668","861,436","63,336","77,603","4,116","253,772","16,426","6,019","2,446","1,323","3,015,014","977,699","67,497","82,066","4,012","182,499","14,198","4,389","2,149","1,026"
North Dakota,2003,"290,206","3,666","17,540","2,788",269,"4,724",224,455,75,19,"290,978","2,663","18,188","2,823",264,"4,130",202,443,82,14
Ohio,2003,"4,712,210","664,638","35,208","87,619","3,424","118,526","11,307","3,554","1,431",729,"4,956,992","736,141","37,322","91,345","3,388","108,051","12,078","3,354","1,550",605
Oklahoma,2003,"1,310,314","141,369","186,745","30,677","2,585","106,630","4,215","7,789","1,136",570,"1,371,501","146,178","195,265","32,459","2,404","90,996","4,261","7,484","1,095",475
Oregon,2003,"1,470,112","39,332","38,136","66,915","8,288","167,456","4,124","7,534","2,013","1,010","1,524,705","35,696","39,953","74,014","8,154","138,926","3,693","6,222","1,942",917
Pennsylvania,2003,"5,020,644","614,329","23,401","138,845","4,032","206,904","28,699","4,387","2,379","1,248","5,346,378","682,883","25,177","142,332","4,026","193,745","30,023","4,587","2,362","1,196"
Rhode Island,2003,"421,092","28,564","4,572","15,034",687,"44,884","7,690","1,144",455,432,"457,676","29,106","4,988","15,857",735,"45,028","8,006","1,162",562,429
South Carolina,2003,"1,346,918","572,421","13,749","24,573","1,879","65,041","5,735","1,548",977,583,"1,405,751","649,314","14,260","27,290","1,765","45,998","5,674","1,100",840,453
South Dakota,2003,"335,879","4,866","33,728","3,398",332,"7,020",268,"1,195",78,42,"340,846","3,349","34,642","3,613",287,"5,915",287,"1,159",87,40
Tennessee,2003,"2,260,887","465,235","19,638","38,113","2,137","85,482","5,045","1,926",986,612,"2,377,674","525,317","19,967","40,911","2,322","62,230","4,689","1,507",899,409
Texas,2003,"5,565,765","1,233,774","78,390","361,109","12,654","3,717,611","57,011","49,377","17,498","7,289","5,747,817","1,324,784","81,232","369,710","12,706","3,551,548","58,889","46,297","17,328","6,739"
Utah,2003,"1,011,297","14,667","18,370","26,144","11,958","122,570","2,643","3,739","1,148",731,"1,018,003","11,879","18,874","28,619","11,270","107,105","2,482","3,162","1,107",667
Vermont,2003,"293,040","2,920","3,044","3,545",141,"3,191",192,138,46,26,"303,905","2,376","3,127","4,102",143,"3,200",188,126,64,22
Virginia,2003,"2,545,084","706,809","24,351","169,196","4,870","197,303","16,197","4,076","3,076","1,151","2,635,843","775,307","25,663","182,778","5,150","171,700","16,421","3,779","3,162",996
Washington,2003,"2,426,735","130,095","73,173","205,370","21,820","254,422","8,954","10,151","5,308","2,141","2,472,603","116,756","75,101","231,399","21,463","221,835","8,579","9,401","5,343","2,125"
West Virginia,2003,"834,941","33,027","5,235","6,296",416,"7,256",419,149,96,80,"878,190","32,128","5,402","6,626",449,"6,853",374,164,83,55
Wisconsin,2003,"2,358,250","164,633","33,225","57,244","2,214","115,801","5,430","3,773","1,039",399,"2,417,808","174,233","33,769","57,767","2,187","98,118","5,602","3,653",969,325
Wyoming,2003,"224,601","3,057","7,308","2,021",311,"16,743",392,835,162,49,"221,482","2,448","7,042","2,518",326,"15,262",415,815,157,44
Alabama,2004,"1,546,832","552,919","21,746","22,584","1,469","52,364","4,082","1,218",657,474,"1,620,834","636,157","22,662","24,421","1,594","40,652","4,297","1,015",624,316
Alaska,2004,"244,116","15,490","59,678","17,464","3,091","15,606","1,212","1,980",654,234,"221,753","14,004","59,005","19,138","2,875","13,918","1,274","2,026",588,272
Arizona,2004,"1,766,219","108,275","135,937","67,682","6,890","793,342","16,580","24,465","6,645","2,666","1,819,821","100,293","143,883","75,572","6,566","732,807","17,035","23,319","6,797","2,542"
Arkansas,2004,"1,051,115","206,704","18,912","14,667","1,808","63,069","2,709","1,706",601,338,"1,096,481","230,816","19,695","16,331","1,737","51,037","2,519","1,505",524,241
California,2004,"8,143,878","1,184,763","189,955","2,175,522","103,366","6,016,310","120,457","158,959","85,416","25,281","8,325,569","1,234,203","202,413","2,338,443","105,263","5,693,667","125,152","150,686","89,086","25,251"
Colorado,2004,"1,697,290","103,799","30,011","64,785","5,020","429,861","10,763","15,588","3,867","1,591","1,704,612","94,931","29,861","71,669","4,767","389,048","11,185","15,015","4,103","1,532"
Connecticut,2004,"1,293,142","160,455","10,452","57,548","1,863","166,573","18,863","3,119","1,297",823,"1,374,254","176,625","10,525","58,596","1,827","163,133","19,334","2,931","1,356",792
Delaware,2004,"286,644","79,554","2,666","11,584",351,"23,069","2,404",587,204,81,"303,453","89,153","2,913","12,066",356,"19,747","2,465",515,181,86
District of Columbia,2004,"88,098","152,651","1,790","8,320",340,"21,150","3,807",522,315,128,"89,180","186,250","2,189","10,379",393,"18,839","3,844",496,285,97
Florida,2004,"5,417,792","1,272,985","55,390","195,107","12,396","1,565,543","76,481","20,286","9,809","4,165","5,672,171","1,374,727","55,825","219,119","12,272","1,536,197","75,398","17,228","9,882","3,637"
Georgia,2004,"2,696,042","1,237,003","26,776","124,695","5,090","316,409","19,951","6,786","3,318","2,038","2,774,146","1,388,436","27,343","128,740","4,933","230,099","18,885","4,706","2,885","1,331"
Hawaii,2004,"238,792","21,788","9,773","316,349","126,928","37,300","2,482","3,341","18,088","14,302","213,657","16,804","9,366","343,813","124,985","33,313","2,271","3,333","18,806","14,584"
Idaho,2004,"611,737","5,907","13,214","9,576","1,590","64,193","1,248","2,159",636,258,"612,858","4,915","13,480","10,796","1,556","55,132","1,227","2,120",538,238
Illinois,2004,"4,159,555","903,103","27,424","263,389","4,939","878,949","24,898","14,060","6,071","2,669","4,348,872","1,022,443","29,170","272,436","5,090","782,648","25,534","12,475","6,013","2,494"
Indiana,2004,"2,603,814","272,000","18,821","43,572","2,069","138,965","6,174","2,977","1,404",785,"2,707,608","294,723","18,812","44,486","2,057","116,484","5,905","2,631","1,234",550
Iowa,2004,"1,329,659","41,008","8,960","23,906","1,160","53,521","1,938","1,572",502,208,"1,385,838","38,204","9,198","24,760","1,144","45,496","1,795","1,434",494,166
Kansas,2004,"1,113,670","86,816","21,772","31,821","1,576","110,653","3,890","3,314",934,379,"1,156,979","86,046","22,477","32,549","1,483","96,818","3,840","2,852",841,344
Kentucky,2004,"1,809,056","161,408","12,230","21,921","1,642","43,319","2,948","1,121",713,366,"1,895,352","167,599","12,754","22,783","1,569","32,250","2,519",863,616,254
Louisiana,2004,"1,375,243","696,415","21,219","35,337","1,620","60,242","6,350","1,767",907,353,"1,429,941","780,935","21,488","35,461","1,656","55,180","6,743","1,691",895,285
Maine,2004,"616,415","7,692","6,538","6,409",392,"6,326",500,209,138,47,"648,249","6,053","6,949","7,730",441,"6,307",454,260,125,61
Maryland,2004,"1,646,996","754,387","17,470","134,912","3,036","141,106","16,163","3,691","2,264",810,"1,730,174","863,258","19,337","145,237","3,310","126,922","16,357","3,369","2,283",711
Massachusetts,2004,"2,543,816","194,006","16,064","152,747","3,684","208,319","38,451","4,535","2,146","1,550","2,733,118","206,400","17,177","158,765","3,791","206,805","40,105","4,387","2,354","1,648"
Michigan,2004,"3,943,777","702,818","56,615","124,147","3,540","183,279","11,953","6,254","2,285",960,"4,056,977","781,286","59,239","122,995","3,584","163,255","12,198","5,973","2,109",836
Minnesota,2004,"2,201,892","121,102","39,195","92,779","3,499","90,655","4,833","3,913","1,274",498,"2,257,722","112,567","40,452","95,020","2,978","76,531","4,533","3,693","1,130",331
Mississippi,2004,"854,960","497,666","10,333","12,951","1,058","26,290","3,282",786,459,249,"890,619","560,389","11,109","14,130","1,040","19,224","3,310",633,453,163
Missouri,2004,"2,366,285","319,670","29,622","43,583","3,668","75,621","4,226","2,570","1,001",430,"2,474,276","360,712","30,348","46,682","3,592","67,589","4,364","2,436",960,407
Montana,2004,"416,338","3,527","33,377","3,682",581,"10,598",405,"1,331",170,64,"417,723","2,684","33,648","4,587",577,"10,205",388,"1,390",185,57
Nebraska,2004,"739,834","39,954","10,349","15,028",922,"61,654","1,866","1,929",480,271,"766,775","40,363","10,922","15,962",842,"51,775","1,676","1,799",491,208
Nevada,2004,"743,140","89,201","19,124","68,849","9,275","266,145","8,007","6,578","3,463","1,605","725,275","88,658","20,037","80,636","9,207","234,172","7,975","5,991","3,698","1,571"
New Hampshire,2004,"602,673","8,412","4,118","12,556",393,"13,500","1,111",342,169,66,"623,592","7,304","4,048","12,838",431,"12,703","1,041",335,152,59
New Jersey,2004,"2,706,122","556,451","18,079","308,418","4,162","583,010","61,288","10,449","5,417","2,560","2,872,775","623,081","18,926","313,153","4,246","560,996","61,190","9,442","5,553","2,246"
New Mexico,2004,"408,788","23,219","87,581","12,944","1,229","394,522","6,655","12,136","2,317",886,"424,823","20,201","93,314","15,122","1,237","396,449","7,320","12,097","2,382",906
New York,2004,"5,827,265","1,387,370","59,615","647,455","11,037","1,254,981","241,438","31,377","14,078","6,775","6,177,853","1,617,071","65,422","661,870","11,960","1,263,102","268,767","30,761","14,919","6,987"
North Carolina,2004,"2,899,798","874,210","64,424","81,885","4,390","269,910","17,307","6,444","2,635","1,379","3,038,166","989,092","68,356","85,989","4,195","196,917","14,899","4,707","2,261","1,074"
North Dakota,2004,"291,481","4,080","17,869","2,953",287,"5,178",253,498,79,23,"290,917","2,909","18,472","2,962",270,"4,478",231,457,86,15
Ohio,2004,"4,712,243","668,856","35,452","90,728","3,523","123,783","11,834","3,669","1,520",806,"4,952,751","740,869","37,601","94,540","3,486","112,875","12,560","3,470","1,656",648
Oklahoma,2004,"1,313,049","143,302","187,039","31,512","2,920","112,327","4,629","8,386","1,266",635,"1,369,146","146,231","195,368","33,052","2,511","95,736","4,555","7,823","1,133",498
Oregon,2004,"1,473,070","39,861","38,273","68,363","8,396","173,490","4,457","8,267","2,125","1,050","1,527,610","36,362","40,019","75,965","8,330","145,021","3,992","6,645","2,024",966
Pennsylvania,2004,"5,015,642","621,670","23,824","144,015","4,138","219,250","30,696","4,756","2,666","1,390","5,332,757","689,488","25,667","147,949","4,098","204,738","31,867","4,947","2,646","1,322"
Rhode Island,2004,"419,295","29,380","4,614","15,293",715,"46,819","7,763","1,210",464,462,"454,271","29,482","4,992","16,125",747,"46,654","7,985","1,219",583,433
South Carolina,2004,"1,365,010","577,279","14,262","26,166","1,974","70,245","6,254","1,659","1,078",621,"1,419,982","653,861","14,636","28,737","1,859","50,554","6,146","1,226",906,496
South Dakota,2004,"338,172","5,188","34,194","3,593",354,"7,699",322,"1,294",82,56,"342,714","3,600","35,118","3,817",311,"6,504",334,"1,268",90,40
Tennessee,2004,"2,278,416","472,337","20,153","40,274","2,271","92,528","5,977","2,100","1,070",652,"2,389,464","531,357","20,339","42,822","2,420","68,216","5,417","1,653","1,008",452
Texas,2004,"5,595,778","1,252,985","80,722","375,732","13,226","3,837,808","61,711","51,334","18,639","7,643","5,774,382","1,344,044","83,757","384,548","13,308","3,660,721","63,509","48,006","18,450","7,100"
Utah,2004,"1,032,607","15,537","18,662","27,278","12,339","128,645","2,879","3,913","1,233",774,"1,039,069","12,788","19,225","30,062","11,701","112,714","2,728","3,324","1,171",694
Vermont,2004,"293,532","3,075","3,053","3,680",145,"3,381",197,136,48,25,"304,034","2,589","3,139","4,284",160,"3,411",188,134,61,27
Virginia,2004,"2,561,266","716,317","24,785","177,137","5,052","210,098","17,069","4,385","3,331","1,228","2,655,953","785,397","26,153","190,903","5,346","183,118","17,166","4,045","3,388","1,069"
Washington,2004,"2,438,133","132,466","73,748","211,779","22,236","264,478","9,848","11,062","5,875","2,372","2,490,423","119,251","75,946","238,926","21,971","231,952","9,531","10,396","5,924","2,373"
West Virginia,2004,"834,654","33,691","5,278","6,626",430,"7,720",439,165,105,75,"877,087","32,609","5,479","6,869",467,"7,441",407,174,90,60
Wisconsin,2004,"2,368,382","166,952","33,686","59,213","2,300","121,002","5,707","4,013","1,077",417,"2,424,174","176,248","34,207","59,691","2,271","102,945","5,870","3,873","1,010",345
Wyoming,2004,"226,021","3,292","7,407","2,100",326,"17,264",440,872,159,47,"222,076","2,638","7,227","2,583",327,"15,689",459,863,153,42
Alabama,2005,"1,553,433","557,959","22,015","23,893","1,535","56,822","4,223","1,288",698,509,"1,626,924","640,913","22,893","25,776","1,650","44,632","4,433","1,057",680,349
Alaska,2005,"246,490","15,921","60,108","17,913","3,166","16,688","1,283","2,161",710,246,"222,759","14,123","59,288","19,704","2,982","14,729","1,337","2,137",620,260
Arizona,2005,"1,810,903","115,384","139,217","73,310","7,360","840,187","18,602","26,037","7,232","2,921","1,865,949","107,410","147,381","81,917","7,030","774,711","19,097","24,962","7,419","2,759"
Arkansas,2005,"1,057,612","208,634","19,590","15,632","1,896","68,499","2,974","1,876",652,372,"1,103,035","232,562","20,322","17,475","1,865","56,149","2,783","1,658",567,271
California,2005,"8,096,347","1,186,242","190,677","2,220,627","104,948","6,152,873","124,653","160,965","87,783","26,016","8,257,761","1,232,352","202,725","2,388,120","106,807","5,814,096","129,047","152,725","91,427","26,044"
Colorado,2005,"1,708,024","104,657","30,542","66,607","5,071","442,802","11,349","15,885","4,029","1,629","1,721,550","96,683","30,535","74,116","4,916","401,920","11,875","15,362","4,302","1,615"
Connecticut,2005,"1,287,262","162,124","10,475","59,959","1,920","171,712","19,019","3,212","1,334",837,"1,366,107","177,689","10,595","61,081","1,871","167,603","19,503","3,068","1,409",819
Delaware,2005,"288,207","81,893","2,695","12,307",349,"24,746","2,440",607,211,86,"305,847","91,808","2,975","12,697",374,"21,294","2,518",543,199,85
District of Columbia,2005,"91,212","150,694","1,828","8,494",348,"21,046","3,932",519,343,127,"91,833","184,291","2,196","10,529",401,"18,830","4,073",496,287,105
Florida,2005,"5,487,781","1,308,449","56,872","207,766","13,000","1,649,894","84,845","22,242","11,099","4,695","5,740,419","1,412,262","57,489","233,855","12,963","1,608,386","83,302","18,748","11,074","4,137"
Georgia,2005,"2,721,954","1,264,696","27,505","132,192","5,238","337,869","20,910","7,318","3,588","2,217","2,809,625","1,426,708","28,331","136,239","5,247","250,756","19,807","5,161","3,125","1,392"
Hawaii,2005,"244,869","23,559","9,943","315,501","127,363","39,545","2,633","3,371","17,834","14,171","215,704","17,493","9,455","343,338","124,966","34,553","2,377","3,279","18,353","14,317"
Idaho,2005,"623,416","6,456","13,655","10,160","1,646","67,520","1,428","2,328",683,283,"625,771","5,465","13,956","11,505","1,644","58,333","1,414","2,246",592,263
Illinois,2005,"4,150,221","904,039","27,758","270,210","5,066","899,392","25,907","14,430","6,309","2,718","4,334,082","1,022,007","29,548","279,844","5,242","801,801","26,466","12,736","6,319","2,548"
Indiana,2005,"2,609,851","276,572","19,077","45,685","2,144","147,302","6,582","3,140","1,571",832,"2,711,765","299,047","19,085","46,608","2,137","124,103","6,286","2,816","1,330",589
Iowa,2005,"1,330,381","42,327","9,133","24,570","1,198","56,176","2,071","1,653",541,210,"1,384,240","39,628","9,432","25,603","1,195","47,800","1,943","1,506",523,174
Kansas,2005,"1,114,115","87,286","21,846","32,683","1,625","114,440","4,150","3,488",995,402,"1,157,670","86,435","22,665","33,399","1,528","100,169","4,086","2,983",894,367
Kentucky,2005,"1,820,096","163,984","12,472","23,033","1,739","46,432","3,276","1,223",759,401,"1,905,606","170,051","12,859","23,975","1,653","35,072","2,791",943,647,268
Louisiana,2005,"1,373,691","699,459","21,493","36,024","1,687","63,528","6,462","1,836",972,370,"1,427,686","783,216","21,764","36,452","1,759","57,800","6,849","1,772",944,299
Maine,2005,"617,014","8,323","6,643","6,712",394,"6,739",511,229,146,50,"648,553","6,551","7,058","8,065",469,"6,782",470,275,125,59
Maryland,2005,"1,642,105","764,417","17,644","139,769","3,148","151,580","17,642","4,000","2,490",915,"1,723,648","874,292","19,577","150,501","3,447","135,493","17,539","3,605","2,464",791
Massachusetts,2005,"2,533,864","197,035","16,148","156,825","3,797","214,728","39,361","4,687","2,256","1,573","2,719,495","208,769","17,289","163,538","3,906","211,948","40,836","4,515","2,443","1,694"
Michigan,2005,"3,939,165","702,910","56,687","128,268","3,613","188,411","12,167","6,421","2,408","1,015","4,047,527","780,514","59,274","126,656","3,697","167,982","12,374","6,108","2,220",877
Minnesota,2005,"2,205,802","124,860","39,431","95,553","3,424","94,009","5,578","4,389","1,486",549,"2,260,488","115,933","40,914","97,945","3,086","79,614","5,192","4,104","1,299",387
Mississippi,2005,"856,065","501,164","10,634","13,583","1,101","28,559","3,328",888,491,269,"891,671","563,963","11,391","14,869","1,093","20,946","3,360",666,492,168
Missouri,2005,"2,381,247","323,211","30,086","45,535","3,847","80,286","4,543","2,775","1,069",458,"2,487,964","364,483","30,747","48,854","3,745","71,733","4,668","2,570","1,029",435
Montana,2005,"419,733","3,756","33,774","3,827",598,"11,345",451,"1,394",165,56,"420,366","2,910","34,208","4,763",601,"10,818",441,"1,424",194,72
Nebraska,2005,"741,405","40,692","10,479","15,472",968,"64,018","2,064","2,128",512,291,"767,514","40,875","11,043","16,392",904,"54,104","1,875","1,951",531,227
Nevada,2005,"754,806","93,790","19,774","74,427","9,835","285,384","9,026","7,084","3,750","1,743","734,812","93,794","20,595","86,828","9,699","250,356","8,951","6,423","3,990","1,717"
New Hampshire,2005,"605,053","9,000","4,187","13,261",400,"14,309","1,159",349,184,71,"626,041","7,773","4,088","13,414",439,"13,504","1,088",347,170,62
New Jersey,2005,"2,689,872","558,264","18,239","318,319","4,316","598,082","62,671","10,856","5,667","2,688","2,849,378","622,165","19,022","323,427","4,327","573,908","62,524","9,758","5,838","2,296"
New Mexico,2005,"411,363","24,060","88,067","13,557","1,297","402,271","7,302","12,649","2,435",928,"427,158","21,030","93,921","15,861","1,287","403,252","7,966","12,551","2,508",940
New York,2005,"5,823,938","1,387,598","60,021","661,785","11,301","1,270,398","243,731","31,594","14,478","6,907","6,162,236","1,612,029","65,734","678,458","12,189","1,274,874","270,141","30,862","15,196","7,143"
North Carolina,2005,"2,930,789","886,881","65,136","86,239","4,527","286,439","17,962","6,818","2,808","1,424","3,074,457","1,004,974","69,316","90,796","4,417","214,226","15,703","5,084","2,430","1,120"
North Dakota,2005,"290,178","4,325","18,101","3,072",303,"5,478",267,498,90,18,"289,684","3,135","18,812","3,051",284,"4,709",245,482,84,12
Ohio,2005,"4,707,987","673,371","35,645","94,062","3,608","129,253","12,590","3,804","1,621",869,"4,943,326","745,100","37,783","97,834","3,566","117,600","13,277","3,636","1,737",682
Oklahoma,2005,"1,313,258","144,163","187,321","31,973","3,026","117,981","4,986","9,102","1,338",686,"1,369,999","147,712","195,917","33,661","2,575","101,488","4,927","8,409","1,202",540
Oregon,2005,"1,483,244","41,028","38,579","70,520","8,695","180,787","4,818","9,027","2,289","1,126","1,538,497","37,311","40,492","78,873","8,631","152,769","4,351","7,160","2,103","1,000"
Pennsylvania,2005,"5,009,762","628,245","24,186","149,631","4,256","232,640","32,549","5,129","2,981","1,496","5,318,006","695,927","26,001","153,890","4,239","216,352","33,722","5,323","2,884","1,411"
Rhode Island,2005,"414,543","29,597","4,593","15,357",713,"48,434","7,826","1,273",497,489,"448,909","29,760","4,980","16,293",754,"48,024","7,971","1,295",595,440
South Carolina,2005,"1,380,793","580,898","14,599","27,575","2,028","75,515","7,100","1,784","1,179",678,"1,437,276","658,259","14,962","30,256","1,948","55,215","6,930","1,331",993,521
South Dakota,2005,"339,916","5,459","34,451","3,757",361,"8,315",349,"1,420",84,62,"344,136","3,941","35,446","4,020",329,"7,057",360,"1,422",93,43
Tennessee,2005,"2,299,688","478,865","20,570","42,450","2,324","100,461","7,446","2,284","1,250",738,"2,412,253","539,133","20,895","44,963","2,597","74,941","6,819","1,845","1,174",498
Texas,2005,"5,629,367","1,275,256","83,052","392,122","13,916","3,962,516","67,113","53,542","19,997","8,078","5,803,210","1,365,364","86,140","400,829","13,918","3,772,835","68,697","49,912","19,728","7,488"
Utah,2005,"1,054,224","16,548","19,112","28,408","12,825","135,329","3,183","4,114","1,301",818,"1,060,038","13,737","19,750","31,350","12,142","118,929","3,033","3,489","1,244",742
Vermont,2005,"293,688","3,260","3,058","3,787",155,"3,542",205,145,42,22,"303,716","2,753","3,147","4,373",161,"3,622",200,132,71,29
Virginia,2005,"2,578,212","726,000","25,200","185,779","5,259","224,052","17,898","4,708","3,584","1,313","2,671,333","795,999","26,590","200,015","5,539","195,542","17,920","4,277","3,666","1,169"
Washington,2005,"2,455,747","135,379","74,424","219,039","22,775","275,678","10,791","12,137","6,430","2,575","2,505,305","121,813","76,479","246,900","22,560","242,045","10,429","11,281","6,511","2,601"
West Virginia,2005,"834,625","34,318","5,351","6,795",441,"8,372",471,179,104,78,"875,419","33,043","5,547","7,095",482,"8,078",444,181,94,55
Wisconsin,2005,"2,375,929","169,753","34,290","61,078","2,375","126,231","5,957","4,271","1,117",419,"2,427,413","178,340","34,668","61,544","2,364","108,371","6,160","4,107","1,064",357
Wyoming,2005,"227,049","3,414","7,551","2,240",340,"17,656",489,908,172,50,"222,780","2,748","7,286","2,707",347,"16,170",525,892,167,46
Alabama,2006,"1,565,348","566,025","22,376","25,110","1,600","61,963","4,413","1,359",756,530,"1,638,523","650,044","23,268","27,207","1,714","49,297","4,568","1,147",735,371
Alaska,2006,"248,732","16,124","60,485","18,267","3,253","17,577","1,321","2,283",725,261,"224,757","14,435","59,765","20,043","3,033","15,399","1,365","2,231",631,274
Arizona,2006,"1,852,052","124,103","142,525","80,223","7,822","890,577","20,793","27,700","7,853","3,166","1,905,360","115,732","151,155","89,366","7,496","819,796","21,344","26,608","8,051","2,976"
Arkansas,2006,"1,066,920","212,186","20,049","16,537","2,030","73,888","3,268","2,054",703,411,"1,111,580","236,657","20,945","18,637","1,967","61,636","3,095","1,818",641,298
California,2006,"8,033,443","1,186,704","190,580","2,263,804","106,265","6,273,656","128,493","162,901","89,984","26,763","8,185,738","1,231,147","202,644","2,435,754","108,443","5,922,928","132,909","154,489","93,503","26,781"
Colorado,2006,"1,733,531","108,142","31,242","68,970","5,241","458,023","12,066","16,232","4,213","1,687","1,746,395","99,894","31,293","76,886","5,129","415,705","12,610","15,687","4,503","1,711"
Connecticut,2006,"1,281,705","164,028","10,619","62,367","1,979","178,218","19,385","3,348","1,373",859,"1,359,142","179,445","10,680","63,133","1,932","173,268","19,872","3,230","1,445",840
Delaware,2006,"289,964","84,142","2,744","12,956",360,"26,463","2,485",626,221,91,"308,224","94,341","3,044","13,186",396,"22,864","2,576",566,217,89
District of Columbia,2006,"94,063","148,850","1,870","8,724",366,"20,780","4,076",522,342,130,"94,667","182,127","2,179","10,854",411,"18,729","4,112",509,302,106
