table with row headers in column A and column headers in rows 3 through 4. (leading dots indicate sub-parts),,,,,,,,,,,,
"Table 3. Annual Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Idaho: April 1, 2000 to July 1, 2009",,,,,,,,,,,,
"Sex, Race, and Hispanic Origin",Population Estimates,,,,,,,,,,"April 1, 2000",
,"July 1, 2009","July 1, 2008","July 1, 2007","July 1, 2006","July 1, 2005","July 1, 2004","July 1, 2003","July 1, 2002","July 1, 2001","July 1, 2000",Estimates Base,Census
...NHPI,"1,999","1,944","1,861","1,754","1,646","1,590","1,534","1,452","1,402","1,315","1,311","1,311"
.HISPANIC,"87,499","84,422","80,356","75,779","70,981","67,312","64,010","61,196","58,269","55,230","54,562","54,562"
..One Race,"86,028","83,033","79,063","74,575","69,866","66,264","63,020","60,246","57,372","54,379","53,721","53,721"
...White,"81,215","78,474","74,836","70,805","66,486","63,219","60,231","57,636","54,952","52,171","51,529","51,529"
...Black,"2,037","1,845","1,635","1,429","1,213","1,053",907,780,649,512,510,510
...AIAN,"2,182","2,141","2,050","1,828","1,692","1,551","1,464","1,421","1,372","1,309","1,296","1,296"
...Asian,421,406,382,360,327,301,281,275,270,259,258,258
...NHPI,173,167,160,153,148,140,137,134,129,128,128,128
..Two or More Races,"1,471","1,389","1,293","1,204","1,115","1,048",990,950,897,851,841,841
..Race alone or in combination:1,,,,,,,,,,,,
...White,"82,577","79,758","76,034","71,912","67,520","64,193","61,140","58,520","55,785","52,956","52,303","52,303"
...Black,"2,336","2,117","1,888","1,659","1,428","1,248","1,105",959,815,666,668,668
...AIAN,"2,987","2,930","2,774","2,509","2,328","2,159","2,039","1,981","1,897","1,826","1,821","1,821"
...Asian,923,867,805,767,683,636,592,568,555,524,499,499
...NHPI,346,335,309,294,283,258,262,236,222,217,219,219
FEMALE,"769,883","760,094","745,806","728,837","709,560","691,923","679,197","668,638","657,932","648,012","645,295","645,293"
.One Race,"756,509","747,322","733,627","717,286","698,664","681,657","669,375","659,276","649,020","639,547","636,933","636,931"
..White,"726,104","717,940","705,576","690,811","673,692","658,174","647,073","638,035","628,769","620,339","617,886","617,884"
..Black,"7,377","6,892","6,234","5,628","5,019","4,434","3,885","3,411","2,916","2,398","2,390","2,390"
..AIAN,"11,958","11,719","11,371","10,981","10,651","10,254","9,972","9,787","9,549","9,306","9,245","9,245"
..Asian,"10,015","9,745","9,458","8,954","8,453","7,979","7,673","7,305","7,074","6,829","6,743","6,743"
..NHPI,"1,055","1,026",988,912,849,816,772,738,712,675,669,669
.Two or More Races,"13,374","12,772","12,179","11,551","10,896","10,266","9,822","9,362","8,912","8,465","8,362","8,362"
.Race alone or in combination:1,,,,,,,,,,,,
..White,"738,881","730,143","717,209","701,878","684,104","667,990","656,473","646,984","637,295","628,429","625,878","625,876"
..Black,"9,840","9,200","8,383","7,628","6,879","6,142","5,498","4,914","4,318","3,695","3,644","3,644"
..AIAN,"18,397","17,937","17,409","16,796","16,202","15,600","15,168","14,825","14,426","14,038","13,945","13,945"
..Asian,"14,712","14,182","13,648","12,864","12,097","11,334","10,845","10,285","9,857","9,427","9,308","9,308"
..NHPI,"2,371","2,288","2,169","2,029","1,907","1,794","1,687","1,613","1,517","1,437","1,417","1,417"
.NOT HISPANIC,"692,097","685,374","675,125","662,582","647,970","633,854","623,976","615,951","607,597","600,325","598,167","598,165"
..One Race,"680,204","674,007","664,267","652,268","638,214","624,671","615,188","607,585","599,639","592,767","590,702","590,700"
...White,"654,448","649,003","640,253","629,385","616,416","604,048","595,496","588,749","581,604","575,548","573,627","573,625"
...Black,"5,338","5,049","4,614","4,228","3,852","3,446","3,047","2,711","2,349","1,977","1,969","1,969"
...AIAN,"9,933","9,738","9,469","9,275","9,087","8,805","8,605","8,465","8,268","8,083","8,034","8,034"
...Asian,"9,600","9,353","9,093","8,617","8,150","7,694","7,397","7,038","6,819","6,593","6,507","6,507"
...NHPI,885,864,838,763,709,678,643,622,599,566,565,565
..Two or More Races,"11,893","11,367","10,858","10,314","9,756","9,183","8,788","8,366","7,958","7,558","7,465","7,465"
..Race alone or in combination:1,,,,,,,,,,,,
...White,"665,855","659,900","650,662","639,289","625,771","612,858","603,935","596,769","589,240","582,793","580,785","580,783"
...Black,"7,466","7,038","6,469","5,966","5,465","4,915","4,433","4,004","3,541","3,089","3,038","3,038"
...AIAN,"15,492","15,137","14,709","14,340","13,956","13,480","13,167","12,876","12,554","12,230","12,152","12,152"
...Asian,"13,903","13,418","12,947","12,216","11,505","10,796","10,313","9,785","9,375","8,976","8,865","8,865"
...NHPI,"2,035","1,970","1,880","1,745","1,644","1,556","1,452","1,401","1,321","1,240","1,226","1,226"
.HISPANIC,"77,786","74,720","70,681","66,255","61,590","58,069","55,221","52,687","50,335","47,687","47,128","47,128"
..One Race,"76,305","73,315","69,360","65,018","60,450","56,986","54,187","51,691","49,381","46,780","46,231","46,231"
...White,"71,656","68,937","65,323","61,426","57,276","54,126","51,577","49,286","47,165","44,791","44,259","44,259"
...Black,"2,039","1,843","1,620","1,400","1,167",988,838,700,567,421,421,421
...AIAN,"2,025","1,981","1,902","1,706","1,564","1,449","1,367","1,322","1,281","1,223","1,211","1,211"
...Asian,415,392,365,337,303,285,276,267,255,236,236,236
...NHPI,170,162,150,149,140,138,129,116,113,109,104,104
..Two or More Races,"1,481","1,405","1,321","1,237","1,140","1,083","1,034",996,954,907,897,897
..Race alone or in combination:1,,,,,,,,,,,,
...White,"73,026","70,243","66,547","62,589","58,333","55,132","52,538","50,215","48,055","45,636","45,093","45,093"
...Black,"2,374","2,162","1,914","1,662","1,414","1,227","1,065",910,777,606,606,606
...AIAN,"2,905","2,800","2,700","2,456","2,246","2,120","2,001","1,949","1,872","1,808","1,793","1,793"
...Asian,809,764,701,648,592,538,532,500,482,451,443,443
...NHPI,336,318,289,284,263,238,235,212,196,197,191,191
1 'In combination' means in combination with one or more other races.  The sum of the five race groups adds to more than the total population because individuals may report more than one race.,,,,,,,,,,,,
"Note: The April 1, 2000 Population Estimates base reflects changes to the Census 2000 population from the Count Question Resolution program and geographic program revisions.  Hispanic origin is considered an ethnicity, not a race.  Hispanics may be of any race.  Abbreviations: Black = Black or African American; AIAN = American Indian and Alaska Native; NHPI = Native Hawaiian and Other Pacific Islander.  The original race data from Census 2000 are modified to eliminate the ""Some Other Race"" category. For more information see https://www.census.gov/popest/archives/files/MRSF-01-US1.html.",,,,,,,,,,,,
Suggested Citation:,,,,,,,,,,,,
"Table 3. Annual Estimates of the Resident Population by Sex, Race, and Hispanic Origin for Idaho: April 1, 2000 to July 1, 2009 (SC-EST2009-03-16)",,,,,,,,,,,,
"Source: U.S. Census Bureau, Population Division",,,,,,,,,,,,
Release Date: June 2010,,,,,,,,,,,,
,,,,,,,,,,,,
