"","State","Year","Month","quantity.sum","total_cost.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policeweapon_nocart_quantity.sum","policeweapon_nocart_totalcost.sum","other_quantity.sum","other_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policegood_quantity.sum","policegood_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","policecarW_quantity.sum","policecarW_totalcost.sum","policecarF_quantity.sum","policecarF_totalcost.sum","clothing_quantity.sum","clothing_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","construction_quantity.sum","construction_totalcost.sum","farming_quantity.sum","farming_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","signals_quantity.sum","signals_totalcost.sum","building_quantity.sum","building_totalcost.sum","utility_quantity.sum","utility_totalcost.sum","State","Year","Month","day.mean"
"1","Alabama","2006","April",52,19527.65,52,19527.65,52,19527.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","April",13.7692307692308
"2","Alabama","2006","May",128,26714.17,128,26714.17,128,26714.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","May",22.0703125
"3","Alabama","2006","June",1,190817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","June",2
"4","Alabama","2006","July",3,375397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","July",16.6666666666667
"5","Alabama","2006","August",17,4594.14,11,1320,11,1320,0,0,6,3274.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","August",29.75
"6","Alabama","2006","September",6,1262315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","September",19.5
"7","Alabama","2006","October",8,382354,6,720,6,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","October",5.125
"8","Alabama","2006","November",469,145423.64,469,145423.64,469,145423.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","November",9.03411513859275
"9","Alabama","2006","December",23,192893,21,8313,21,8313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2006","December",6.8695652173913
"10","Alabama","2007","January",5,94286,4,1996,4,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2007","January",23.2
"11","Alabama","2007","February",4,393.42,4,393.42,4,393.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2007","February",21
"12","Alabama","2007","May",6,21468,0,0,0,0,0,0,6,21468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2007","May",25
"13","Alabama","2007","July",1,9000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2007","July",19
"14","Alabama","2007","September",103,846897,79,10902,79,10902,0,0,15,5385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2007","September",5.73033707865169
"15","Alabama","2007","October",18,108919.96,1,138,1,138,0,0,17,108781.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2007","October",16
"16","Alabama","2007","November",30,10770,0,0,0,0,0,0,30,10770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2007","November",15
"17","Alabama","2008","February",12,30609.93,10,4990,10,4990,0,0,2,25619.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","February",23.5
"18","Alabama","2008","March",3,1497,3,1497,3,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","March",12.3333333333333
"19","Alabama","2008","April",38,13642,0,0,0,0,0,0,38,13642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","April",15
"20","Alabama","2008","May",55,17355,10,1200,10,1200,0,0,45,16155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","May",27.2727272727273
"21","Alabama","2008","June",33,4456.04,33,4456.04,33,4456.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","June",12
"22","Alabama","2008","August",1,190000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","August",22
"23","Alabama","2008","October",6,201412,5,1412,5,1412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","October",15
"24","Alabama","2008","November",8,708.6,8,708.6,8,708.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","November",25
"25","Alabama","2008","December",2,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2008","December",17
"26","Alabama","2009","January",50,219882.09,41,6161.89,41,6161.89,0,0,8,23720.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","January",13.1428571428571
"27","Alabama","2009","February",28,240151.69,26,3401.69,26,3401.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","February",23.5833333333333
"28","Alabama","2009","March",177,297354.23,71,259778.58,71,259778.58,0,0,106,37575.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","March",17
"29","Alabama","2009","April",286,81710.09,156,1765.9,6,564.4,0,0,62,76599,2,257.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","April",14.8076923076923
"30","Alabama","2009","May",200,908415.39,146,1359.26,0,0,0,0,39,19541.34,0,0,0,0,4,840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","May",19
"31","Alabama","2009","June",226,1061514.82,5,3798.68,5,3798.68,0,0,141,92246.51,0,0,0,0,2,420000,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","June",11.9090909090909
"32","Alabama","2009","July",163,278680.81,110,32087.47,28,31324.05,0,0,42,23959,0,0,0,0,2,210824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","July",21.4166666666667
"33","Alabama","2009","August",1372,418452.69,1260,12609.05,10,961.55,0,0,106,69277.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19300,0,0,0,0,0,0,"Alabama","2009","August",17.6
"34","Alabama","2009","September",67,48986.66,24,4960.53,24,4960.53,0,0,41,42211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","September",12.6315789473684
"35","Alabama","2009","October",130,47940.79,54,1528.34,4,1062.84,0,0,21,11055.66,0,0,0,0,0,0,0,0,0,0,7,2112.74,2,326,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","October",16.7333333333333
"36","Alabama","2009","November",241,69503.39,146,5613.35,1,5000,0,0,37,35173.78,0,0,0,0,4,289.24,0,0,0,0,25,145.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","November",13.25
"37","Alabama","2009","December",203,104979.49,102,3421.09,62,3251.89,0,0,19,16747.56,40,2400,0,0,1,35000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2009","December",13.75
"38","Alabama","2010","January",155,382277.93,26,1837.93,26,1837.93,0,0,26,249728.29,0,0,0,0,0,0,0,0,0,0,15,4527.3,10,305.4,0,0,0,0,3,1332.84,0,0,0,0,0,0,"Alabama","2010","January",18.2222222222222
"39","Alabama","2010","February",202,12456.36,40,876.3,10,406.8,0,0,11,10821.06,150,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2010","February",17
"40","Alabama","2010","March",417,418768.75,82,12553.14,80,12544.68,0,0,59,52732.76,100,506,0,0,0,0,0,0,0,0,0,0,85,230218.85,1,85815,0,0,0,0,0,0,0,0,0,0,"Alabama","2010","March",14.3030303030303
"41","Alabama","2010","April",408,418451.3,231,16237.9,56,15497.65,0,0,132,235253.24,0,0,0,0,0,0,0,0,0,0,0,0,5,3125,0,0,0,0,10,22448.6,0,0,0,0,0,0,"Alabama","2010","April",15.75
"42","Alabama","2010","May",97,252420.81,5,428.69,5,428.69,0,0,82,94181.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27500,0,0,0,0,0,0,0,0,0,0,"Alabama","2010","May",7.43333333333333
"43","Alabama","2010","June",191,227524.11,59,59951.15,59,59951.15,0,0,100,45256.92,0,0,0,0,0,0,0,0,0,0,6,2520.9,0,0,1,119416.14,0,0,0,0,0,0,0,0,0,0,"Alabama","2010","June",13.1714285714286
"44","Alabama","2010","July",89,317826.95,34,3381.02,34,3381.02,0,0,51,37672.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,150000,0,0,0,0,0,0,0,0,0,0,"Alabama","2010","July",16.5
"45","Alabama","2010","August",217,594264.38,89,7704.38,89,7704.38,0,0,88,82714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,193058,0,0,0,0,0,0,0,0,0,0,"Alabama","2010","August",8.5
"46","Alabama","2010","September",180,405669.48,4,2654.28,4,2654.28,0,0,88,239493.45,1,42761.25,0,0,27,21420.62,0,0,0,0,0,0,5,192.4,1,85815,0,0,0,0,0,0,0,0,0,0,"Alabama","2010","September",18.0714285714286
"47","Alabama","2010","October",137,61462.87,75,4933.15,75,4933.15,0,0,9,2076.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,500,0,0,0,0,0,0,"Alabama","2010","October",26.1704545454545
"48","Alabama","2010","November",766,95399.51,652,20942.27,152,16287.27,0,0,92,68310.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,626.91,0,0,0,0,0,0,"Alabama","2010","November",11
"49","Alabama","2010","December",236,205047.01,170,19265.32,123,18827.75,0,0,19,13917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,85815,0,0,0,0,0,0,0,0,8,62026.96,"Alabama","2010","December",21.2931034482759
"50","Alabama","2011","January",211,134532.82,63,4207.25,63,4207.25,0,0,70,57741.28,0,0,4,1119.02,0,0,0,0,3,7740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,"Alabama","2011","January",17.8285714285714
"51","Alabama","2011","February",264,137083.9,148,19740.86,142,19708.4,0,0,54,25095.25,0,0,0,0,20,2980,0,0,0,0,1,49.33,4,940.66,6,40368,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","February",3.44444444444444
"52","Alabama","2011","March",299,300468.4,217,51636.22,167,51170.72,0,0,60,25855.28,1,2081,0,0,2,8168.9,0,0,1,5721,0,0,9,2070,3,7989,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","March",12.9736842105263
"53","Alabama","2011","April",270,476867.99,184,29823.03,180,29504.59,0,0,48,156577.1,0,0,0,0,3,15728.52,0,0,5,1957.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2519.24,"Alabama","2011","April",23.5684210526316
"54","Alabama","2011","May",376,335764.11,93,37735.8,93,37735.8,0,0,38,159331.31,0,0,0,0,10,1395.82,0,0,3,1297.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","May",18.2162162162162
"55","Alabama","2011","June",455,666955.29,237,16973.64,37,15111.64,0,0,109,426004.11,0,0,0,0,0,0,0,0,7,9765.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","June",13.5263157894737
"56","Alabama","2011","July",512,2213771.51,72,600435.45,62,600190.65,0,0,162,755401.39,0,0,1,156.25,1,271.49,0,0,38,627860.7,50,3063,9,6833.97,1,2682.75,0,0,0,0,0,0,0,0,25,8485.25,"Alabama","2011","July",17.1232876712329
"57","Alabama","2011","August",1256,776631.44,901,71006.4,141,63479.4,0,0,309,433918.68,5,324.5,0,0,3,2389.65,0,0,2,7198.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","August",10.4950495049505
"58","Alabama","2011","September",567,895288.63,198,17570.85,79,16463.76,0,0,264,252568.04,1,50.36,0,0,1,303.78,0,0,20,121958.2,0,0,2,57.36,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","September",13.7202797202797
"59","Alabama","2011","October",980,959950.14,641,238062.84,541,234775.64,0,0,191,160896.07,11,11041.31,0,0,19,292.6,0,0,10,17285.01,10,1798.65,0,0,1,2000,0,0,2,365.26,0,0,0,0,10,3394.1,"Alabama","2011","October",19.4322580645161
"60","Alabama","2011","November",391,1095461.18,200,13506.7,200,13506.7,0,0,108,517058.72,0,0,0,0,1,5659,0,0,9,19943.74,0,0,0,0,1,85815,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","November",16.4174757281553
"61","Alabama","2011","December",1141,988524.73,441,31735.48,303,29105.74,0,0,390,287396.51,0,0,0,0,0,0,0,0,12,33765.18,111,2441.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2011","December",11.6455696202532
"62","Alabama","2012","January",7711,5674278.15,481,22102,226,19696.25,0,0,305,1149676.93,246,84413.89,300,6678,8,38508.88,0,0,47,212749.27,672,35747.41,92,713570.32,10,105874.6,30,10281.48,281,421256.26,0,0,0,0,37,66722.94,"Alabama","2012","January",18.1229357798165
"63","Alabama","2012","February",7343,5434394.3,663,31348.05,663,31348.05,0,0,264,596822.95,628,59266.25,25,1576.5,30,228175.47,0,0,34,292721,1258,41717.23,783,58492.92,4,176562.03,14,5365.54,431,492393.87,0,0,3,5479.09,20,29040.62,"Alabama","2012","February",16.1411411411411
"64","Alabama","2012","March",11600,6967570.63,1030,78587.58,311,71893.69,0,0,349,864770.89,2328,207740.83,153,4041.85,88,229957.74,0,0,39,687607.12,1240,34726.53,744,136925.09,20,342496.69,48,16958.76,672,708781.66,60,1996.2,1026,11263.07,70,99766.13,"Alabama","2012","March",17.1989690721649
"65","Alabama","2012","April",8094,8999711.04,367,16540.78,367,16540.78,0,0,539,2201952.31,1372,134339.39,24,682.08,89,151806.25,0,0,115,288032.79,1265,77664.31,374,49173.92,24,616430.09,11,7762.41,536,218430.63,0,0,2,150,74,315358.68,"Alabama","2012","April",16.4929178470255
"66","Alabama","2012","May",11383,15585868.05,2275,471946.51,1728,466278.34,0,0,844,862701.08,399,195367.78,30,116.4,78,238368.43,0,0,94,582544.89,984,44875.2,558,148584.56,16,211912.9,87,39863.04,1149,546746.54,36,197.64,14,643.85,200,131503.18,"Alabama","2012","May",14.1107644305772
"67","Alabama","2012","June",9861,7137111.28,301,16912.06,266,16586.21,0,0,421,1009890.8,448,103101.13,247,2618.96,59,132637.81,0,0,100,397487.47,1331,112677.44,146,91715.3,11,433350.02,76,12653.29,583,344262.18,0,0,19,109769.12,85,107037.61,"Alabama","2012","June",14.306170886076
"68","Alabama","2012","July",23214,13434208.09,644,88119.48,578,87540.58,0,0,483,530753.48,1476,619144.86,346,5271.6,165,218929.31,0,0,70,626256.75,2316,78875.04,462,1049300.26,31,681215.02,119,4982.43,1555,1865446.15,0,0,31,76947.3,93,80568.55,"Alabama","2012","July",16.4647535870243
"69","Alabama","2012","August",11771,5341529.39,823,29596.75,672,28200.25,0,0,259,267985.03,421,484040.37,280,20401.9,65,139179.77,0,0,22,147903.3,721,37474.92,265,64811.65,31,324479.45,9,4883.25,1016,1053789.23,0,0,25,807,312,139513.58,"Alabama","2012","August",12.1108518086348
"70","Alabama","2012","September",1126,594641.79,247,9395.31,247,9395.31,0,0,89,94961.54,14,369.12,0,0,2,0,0,0,2,3000,118,4951.9,150,7362,0,0,0,0,11,613.4,0,0,0,0,0,0,"Alabama","2012","September",9.73407202216067
"71","Alabama","2012","October",920,1469321.31,181,35782.68,104,35065.81,0,0,170,239661.8,78,23004.25,0,0,100,411440.86,0,0,5,109238.84,129,1912.44,39,2915.18,10,10017.8,0,0,32,159990.53,0,0,0,0,63,21948.35,"Alabama","2012","October",22.3006993006993
"72","Alabama","2012","November",2305,2454688.9,206,3791.33,176,3512.03,0,0,437,636048.79,259,125329.33,0,0,102,132899.01,0,0,64,378861,282,5458.7,55,10597.15,1,4560.66,2,67300,209,137594.65,4,160.56,21,8072.82,62,49699.68,"Alabama","2012","November",15.7673611111111
"73","Alabama","2012","December",4390,4046961.21,1322,309294.06,980,304935.64,0,0,145,1490152.42,217,179162.47,19,32082.07,41,93690.49,0,0,7,511686.54,1743,14019.66,316,22381.71,15,584962.22,5,34.75,60,29234.19,0,0,7,1067.29,162,146826.68,"Alabama","2012","December",12.8629707112971
"74","Alabama","2013","January",5174,2652297.69,2027,151637.93,1548,148043.94,0,0,260,364425.12,49,34435.08,82,1555.8,26,136843.11,0,0,11,69822.92,1293,36151.15,28,40512.22,4,392176.66,1,2000,252,135499.32,0,0,0,0,71,49585.7,"Alabama","2013","January",17.2233429394813
"75","Alabama","2013","February",2779,1656306.18,698,84800.31,218,80331.51,0,0,144,439493.82,106,51649.42,48,52473.9,19,109894.56,0,0,18,75302.64,99,5421.17,9,62.01,5,194053.72,0,0,1163,104760.64,0,0,0,0,151,64928.49,"Alabama","2013","February",10.1117824773414
"76","Alabama","2013","March",83,505563.03,15,385.35,15,385.35,0,0,1,6392,34,11471.6,0,0,6,142028,0,0,2,115970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alabama","2013","March",17.6190476190476
"77","Alabama","2013","April",4701,3444035.99,360,177380.04,156,175988.8,0,0,115,488368.35,612,116521.36,580,5860.4,13,100588.3,0,0,15,268750.07,441,11413.3,68,61437.21,6,74658.75,10,16000.14,211,1491,0,0,204,50764.61,16,23096.96,"Alabama","2013","April",18.7927272727273
"78","Alabama","2013","May",8993,7599478.36,598,645145.58,433,643650.07,0,0,379,175524.3,419,37515.33,25,97,49,20634.22,0,0,11,534306.96,94,5258.43,79,45361.59,30,833746.8,27,33986.2,844,113035.85,0,0,1797,209056.63,95,43283.67,"Alabama","2013","May",17.4560747663551
"79","Alabama","2013","June",11131,4605634.82,1813,110406.11,188,102897.36,0,0,83,291959.56,55,31242.32,0,0,40,64223.29,0,0,38,705363.19,318,8857.03,100,47939.84,3,26361,0,0,441,12501.3,0,0,33,25223.84,45,60041.91,"Alabama","2013","June",16.0345911949686
"80","Alabama","2013","July",2779,3631684.84,83,1444.31,41,1053.29,0,0,38,13274.3,799,28052.89,256,2798.28,44,200890.17,0,0,19,327298.65,160,8352.12,27,4960.12,1,112818,22,1592.8,177,57456.63,0,0,1,11000,44,283465.43,"Alabama","2013","July",15.7941176470588
"81","Alabama","2013","August",2276,3891093.25,31,666639.18,30,666619.76,0,0,114,277411.43,117,17440.04,42,873.12,18,6542.63,1,0,23,31494.85,186,4998.97,30,1623.9,11,424495,4,76.64,107,21667.2,0,0,263,8629.4,40,63310.59,"Alabama","2013","August",15.7933579335793
"82","Alabama","2013","September",2789,6448911.45,132,1484222.08,32,1483291.08,0,0,195,327882.51,330,17701.57,0,0,15,100437.42,0,0,169,114380.57,468,8042.41,330,41940.47,3,114304,65,19602.96,169,24135.23,0,0,167,653.4,37,50358.62,"Alabama","2013","September",14.1544943820225
"83","Alabama","2013","October",1908,6795119.47,111,3388457.77,71,3388085.37,0,0,57,101408.3,70,29640.96,48,173.6,49,79304.6,0,0,18,545278.32,163,4310.08,44,1855.92,3,440404,0,0,191,22873.24,0,0,0,0,94,43858.07,"Alabama","2013","October",15.6
"84","Alabama","2013","November",2557,3441275.98,355,5550.25,355,5550.25,0,0,105,188716.61,103,37883.83,30,116.4,49,52661.65,0,0,55,520000.72,282,25514.1,116,25333.35,8,432674.44,21,159.4,53,32198.75,0,0,228,11700.3,13,57628.34,"Alabama","2013","November",15.2006578947368
"85","Alabama","2013","December",2817,3467112.74,652,13108.02,164,8237.78,0,0,203,538682.47,185,26167.68,90,710.2,26,10711.13,0,0,34,372522.23,441,16400.99,40,57727.05,2,81878.58,10,0,61,10395.93,0,0,0,0,389,193522.38,"Alabama","2013","December",13.9074733096085
"86","Alabama","2014","January",1952,3867367.67,85,6202.94,75,6103.14,0,0,95,127251.33,129,36821.23,0,0,42,65647.65,0,0,280,493587.07,591,24465.83,37,30847.48,2,339499.2,2,0,44,41455.72,0,0,0,0,44,27319.51,"Alabama","2014","January",15.6156583629893
"87","Alabama","2014","February",15920,1988574.27,19,6498,19,6498,0,0,31,38108.48,70,11263.26,0,0,13,97507.84,0,0,6,228866,342,11829.31,27,1824.52,4,464348,0,0,65,6773.48,0,0,15000,127350,0,0,"Alabama","2014","February",10.5
"88","Alabama","2014","March",351,517898.86,3,1990.71,3,1990.71,0,0,7,0,12,0,0,0,8,74345.84,0,0,1,0,0,0,0,0,1,22900,1,0,3,324.87,0,0,0,0,0,0,"Alabama","2014","March",10.0384615384615
"89","Alabama","2014","April",248,181034.26,10,508.1,10,508.1,0,0,0,0,0,0,150,1862,0,0,0,0,2,52918,26,961.11,0,0,1,80820,4,83.72,32,1417.86,0,0,0,0,3,34110,"Alabama","2014","April",11
"90","Alaska","2006","May",38,15713,38,15713,38,15713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2006","May",19
"91","Alaska","2007","May",4,552,4,552,4,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2007","May",7
"92","Alaska","2008","June",3,37500,0,0,0,0,0,0,3,37500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2008","June",26
"93","Alaska","2009","January",20,4121.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2009","January",7
"94","Alaska","2009","May",18,518.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2009","May",27
"95","Alaska","2009","December",5,1126.15,5,1126.15,5,1126.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2009","December",4
"96","Alaska","2010","February",3,1026,0,0,0,0,0,0,3,1026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2010","February",18
"97","Alaska","2010","July",35,8594.35,0,0,0,0,0,0,20,6560,0,0,0,0,0,0,0,0,0,0,15,2034.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2010","July",17.5
"98","Alaska","2010","September",27,2686,26,2600,26,2600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2010","September",24.6666666666667
"99","Alaska","2010","October",4,1324,0,0,0,0,0,0,4,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2010","October",17
"100","Alaska","2010","December",15,10213.11,3,125.01,3,125.01,0,0,12,10088.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2010","December",12.25
"101","Alaska","2011","January",3,3090,0,0,0,0,0,0,3,3090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2011","January",6
"102","Alaska","2011","February",2,668,0,0,0,0,0,0,2,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2011","February",1
"103","Alaska","2011","June",8,2720,0,0,0,0,0,0,8,2720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2011","June",9
"104","Alaska","2011","September",5,731.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,731.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2011","September",3
"105","Alaska","2011","October",58,130790,58,130790,58,130790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2011","October",28
"106","Alaska","2011","December",29,462861.93,1,460000,1,460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,2861.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2011","December",21.7391304347826
"107","Alaska","2012","January",87,37428.33,0,0,0,0,0,0,1,22000,0,0,0,0,2,10390,0,0,0,0,50,2390.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2012","January",18
"108","Alaska","2012","February",139,11480.17,0,0,0,0,0,0,0,0,1,225,0,0,0,0,0,0,0,0,54,5817.82,0,0,0,0,0,0,4,1395.2,0,0,0,0,0,0,"Alaska","2012","February",11.7272727272727
"109","Alaska","2012","March",6,30931.67,2,11772,2,11772,0,0,3,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19039.67,0,0,0,0,0,0,0,0,0,0,"Alaska","2012","March",15.3333333333333
"110","Alaska","2012","April",19,22629.85,2,11772,2,11772,0,0,0,0,1,300,0,0,1,10000,0,0,0,0,15,557.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2012","April",12
"111","Alaska","2012","May",37,39794.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10000,0,0,0,0,0,0,0,0,0,0,"Alaska","2012","May",24.6666666666667
"112","Alaska","2012","June",56,17758.11,0,0,0,0,0,0,1,6761.95,0,0,0,0,1,5965.98,0,0,0,0,41,2379.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2012","June",11.8571428571429
"113","Alaska","2012","July",187,39516.82,0,0,0,0,0,0,2,10000,1,0,0,0,0,0,0,0,0,0,100,21104.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2012","July",5.15555555555556
"114","Alaska","2012","August",199,76841.42,123,61377,123,61377,0,0,0,0,1,649.2,0,0,0,0,0,0,0,0,63,13415.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Alaska","2012","August",26.4429530201342
