state,county,fips,nsn,item_name,quantity,ui,acquisition_cost,total_cost,ship_date,federal_supply_category,federal_supply_category_name,federal_supply_class,federal_supply_class_name
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
AK,ANCHORAGE,2020,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,499,499,8/30/2012 0:00:00,10,WEAPONS,1005,"Guns, through 30 mm"
