"","State","Year","Month","quantity.sum","total_cost.sum","npr_ammo_quantity.sum","npr_ammo_totalcost.sum","npr_armor_quantity.sum","npr_armor_totalcost.sum","npr_bags_quantity.sum","npr_bags_totalcost.sum","npr_boats_quantity.sum","npr_boats_totalcost.sum","npr_camping_quantity.sum","npr_camping_totalcost.sum","npr_car_quantity.sum","npr_car_totalcost.sum","npr_cooking_quantity.sum","npr_cooking_totalcost.sum","npr_clothing_quantity.sum","npr_clothing_totalcost.sum","npr_disaster_quantity.sum","npr_disaster_totalcost.sum","npr_electro_quantity.sum","npr_electro_totalcost.sum","npr_farming_quantity.sum","npr_farming_totalcost.sum","npr_generator_quantity.sum","npr_generator_totalcost.sum","npr_guncase_quantity.sum","npr_guncase_totalcost.sum","npr_lights_quantity.sum","npr_lights_totalcost.sum","npr_material_quantity.sum","npr_material_totalcost.sum","npr_med_quantity.sum","npr_med_totalcost.sum","npr_office_quantity.sum","npr_office_totalcost.sum","npr_plane_quantity.sum","npr_plane_totalcost.sum","npr_quallife_quantity.sum","npr_quallife_totalcost.sum","npr_record_quantity.sum","npr_record_totalcost.sum","npr_rope_quantity.sum","npr_rope_totalcost.sum","npr_shipping_quantity.sum","npr_shipping_totalcost.sum","npr_signs_quantity.sum","npr_signs_totalcost.sum","npr_training_quantity.sum","npr_training_totalcost.sum","npr_tools_quantity.sum","npr_tools_totalcost.sum","npr_weapon_quantity.sum","npr_weapon_totalcost.sum","State","Year","Month","day.mean"
"635","Florida","2013","June",542,1784276.39,2,9.31,30,0,0,0,0,0,5,10956.57,19,109952.52,11,15.06,0,0,25,8.96,0,0,3,231900,0,0,0,0,0,0,0,0,105,1309.76,0,0,7,922895.14,177,116.97,23,318427,0,0,8,7073.31,0,0,0,0,0,0,66,67975.67,"Florida","2013","June",9.62857142857143
"636","Florida","2013","July",420,1262795.31,0,0,11,31.85,1,139.04,0,0,1,2300.22,66,1137954.01,0,0,15,311.76,0,0,3,369.95,0,0,4,18827.78,0,0,0,0,0,0,0,0,0,0,8,8458.74,10,72.59,10,177,0,0,0,0,0,0,0,0,6,317.4,4,408.66,"Florida","2013","July",14.5
"637","Florida","2013","August",275,1835989.67,0,0,0,0,53,27.51,0,0,0,0,1,44547,0,0,0,0,0,0,1,1950,0,0,0,0,0,0,2,415.43,0,0,133,14.82,0,0,12,3069.34,1,0,0,0,0,0,0,0,0,0,0,0,12,1190.44,19,1728025.69,"Florida","2013","August",14.56
"638","Florida","2013","September",438,4096659.55,0,0,0,0,0,0,0,0,19,263.95,151,68526.37,0,0,0,0,0,0,2,1445,0,0,3,9922.25,0,0,0,0,0,0,22,1420.85,4,0,62,8835.05,24,14500,0,0,0,0,8,0,0,0,0,0,16,12082.74,29,3868442.5,"Florida","2013","September",14.8723404255319
"639","Florida","2013","October",190,4020447.58,0,0,0,0,12,0,0,0,39,1055.8,35,123549.56,2,0,0,0,0,0,1,57.35,0,0,0,0,0,0,1,18400,0,0,5,0,2,196.81,0,0,2,0,9,2245.56,0,0,2,0,0,0,0,0,55,9530.47,23,3789289.07,"Florida","2013","October",7.69767441860465
"640","Florida","2013","November",323,821807.28,0,0,0,0,0,0,0,0,0,0,19,168741.81,40,0,0,0,0,0,2,841.91,0,0,5,0,0,0,0,0,0,0,96,5.22,0,0,28,70381.12,22,0,0,0,3,2636.7,0,0,0,0,0,0,24,1275.08,15,576.3,"Florida","2013","November",12.9272727272727
"641","Florida","2013","December",312,4712530.92,105,53.47,2,89.79,8,28.32,0,0,1,243,8,362454,0,0,101,1160.02,0,0,1,1950,0,0,0,0,0,0,36,7.77,0,0,37,125.76,0,0,6,4317880.34,0,0,1,11275,1,159.32,0,0,0,0,0,0,1,3320,0,0,"Florida","2013","December",11.4722222222222
"642","Florida","2014","January",171,963779.29,40,9.98,0,0,0,0,0,0,0,0,26,1777.79,0,0,0,0,0,0,10,26.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,929207.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,128.94,"Florida","2014","January",15.625
"643","Florida","2014","February",567,9211802.58,0,0,0,0,0,0,0,0,0,0,53,198889.83,0,0,0,0,100,0,10,26.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,33712.86,2,0,0,0,0,0,4,220.94,0,0,0,0,6,61.16,12,8796000,"Florida","2014","February",15.8461538461538
"644","Florida","2014","March",1319,888095.49,506,9.98,0,0,55,180.01,0,0,52,526.1,11,4494.43,30,58.93,214,187.74,0,0,0,0,0,0,39,0,0,0,0,0,0,0,24,2244.19,0,0,17,18320.62,2,0,48,32.41,0,0,0,0,0,0,0,0,94,2723.71,4,733000,"Florida","2014","March",17.7142857142857
"645","Florida","2014","April",678,397224.23,0,0,0,0,16,548.59,0,0,20,263.05,5,39626,432,1078.42,0,0,19,160000,11,2093.76,0,0,1,300,0,0,0,0,0,0,0,0,3,0,13,22081.72,65,0,6,1011.96,0,0,30,81.65,0,0,0,0,0,0,49,700.4,"Florida","2014","April",12.6101694915254
"646","Georgia","2006","January",81,38975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,38975,"Georgia","2006","January",13
"647","Georgia","2006","March",63,122145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,92290,0,0,0,0,0,0,0,0,0,0,62,29855,"Georgia","2006","March",15.1904761904762
"648","Georgia","2006","April",69,31348.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,31348.97,"Georgia","2006","April",21.768115942029
"649","Georgia","2006","May",3,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1497,"Georgia","2006","May",10
"650","Georgia","2006","June",297,279251.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190817,0,0,0,0,0,0,0,0,0,0,296,88434.91,"Georgia","2006","June",26.8754208754209
"651","Georgia","2006","July",21,3786.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3786.97,"Georgia","2006","July",28.5238095238095
"652","Georgia","2006","August",645,193539.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,645,193539.57,"Georgia","2006","August",15.1302325581395
"653","Georgia","2006","September",17,1158.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1158.75,"Georgia","2006","September",19.4117647058824
"654","Georgia","2006","October",4,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,552,"Georgia","2006","October",16
"655","Georgia","2006","November",14,192162.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,190817,0,0,0,0,0,0,0,0,0,0,13,1345.04,"Georgia","2006","November",8.35714285714286
"656","Georgia","2006","December",17,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7400,"Georgia","2006","December",20
"657","Georgia","2007","January",169,44091.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,44091.64,"Georgia","2007","January",6.60355029585799
"658","Georgia","2007","February",86,21913.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,21913.52,"Georgia","2007","February",20.0697674418605
"659","Georgia","2007","March",200,92068.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,92068.81,"Georgia","2007","March",25.83
"660","Georgia","2007","June",2,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3e+05,"Georgia","2007","June",28
"661","Georgia","2007","August",2,117.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,117.42,"Georgia","2007","August",22
"662","Georgia","2007","October",3,1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1497,"Georgia","2007","October",24
"663","Georgia","2007","November",8,3992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3992,"Georgia","2007","November",27
"664","Georgia","2007","December",56,26544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,359,0,0,0,0,0,0,0,0,0,0,46,22954,"Georgia","2007","December",16.0851063829787
"665","Georgia","2008","January",79,39421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,39421,"Georgia","2008","January",9.70886075949367
"666","Georgia","2008","February",102,126242.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,126242.1,"Georgia","2008","February",9.48039215686275
"667","Georgia","2008","March",33,79276.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,79276.84,"Georgia","2008","March",12.4545454545455
"668","Georgia","2008","April",98,33633.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,33633.65,"Georgia","2008","April",12.1224489795918
"669","Georgia","2008","May",21,6916.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,359,0,0,0,0,0,0,0,0,0,0,17,5480.26,"Georgia","2008","May",14.8888888888889
"670","Georgia","2008","June",92,35339.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2325.95,0,0,0,0,0,0,0,0,0,0,41,15422.13,"Georgia","2008","June",14.2558139534884
"671","Georgia","2008","July",36,134228.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,57998.88,0,0,0,0,0,0,0,0,0,0,20,9980,"Georgia","2008","July",6.38461538461539
"672","Georgia","2008","August",491,743159.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,252798.07,0,0,0,0,0,0,0,0,0,0,400,140511.05,"Georgia","2008","August",24.4118993135011
"673","Georgia","2008","September",243,293553.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,293553.6,"Georgia","2008","September",11.0699588477366
"674","Georgia","2008","October",75,235345.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,133000,0,0,35,63481.3,0,0,0,0,0,0,0,0,0,0,39,3003.3,"Georgia","2008","October",13.7254901960784
"675","Georgia","2008","November",5,41837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20849.5,0,0,0,0,0,0,0,0,0,0,1,138,"Georgia","2008","November",5.66666666666667
"676","Georgia","2008","December",2,38724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19362,0,0,0,0,0,0,0,0,0,0,0,0,"Georgia","2008","December",4
"677","Georgia","2009","January",115,1017748.5,0,0,3,1696.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,29754,0,0,0,0,0,0,0,0,0,0,2,19090,"Georgia","2009","January",22.4166666666667
"678","Georgia","2009","February",174,134930.82,0,0,22,1620.94,0,0,0,0,0,0,0,0,0,0,0,0,1,32.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32701.67,0,0,0,0,0,0,24,100,0,0,49,4103.47,"Georgia","2009","February",13.6829268292683
"679","Georgia","2009","March",246,183743.79,0,0,2,2349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,228,0,0,0,0,0,0,1,149.29,0,0,0,0,0,0,4,12710,0,0,11,105633.85,0,0,0,0,0,0,0,0,0,0,18,2174,"Georgia","2009","March",22.4137931034483
"680","Georgia","2009","April",164,62320.02,12,5.41,17,892.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,32.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,604.49,0,0,24,7503.13,0,0,0,0,0,0,0,0,0,0,100,6474.7,"Georgia","2009","April",12.7936507936508
"681","Georgia","2009","May",397,320458.24,300,9.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,204196,0,0,0,0,0,0,0,0,0,0,15,705.99,"Georgia","2009","May",11.7894736842105
"682","Georgia","2009","June",216,201558,121,9.31,9,225.23,0,0,0,0,0,0,2,168487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2443.07,7,2478,0,0,0,0,0,0,0,0,0,0,59,804.77,"Georgia","2009","June",13.6818181818182
"683","Georgia","2009","July",134,1699739.65,0,0,0,0,0,0,0,0,0,0,1,126665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19300,0,0,3,1031769,4,2032,49,485676.9,0,0,0,0,0,0,0,0,0,0,49,2226.65,"Georgia","2009","July",22.3636363636364
"684","Georgia","2009","August",163,410596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3.97,0,0,1,851.59,0,0,0,0,0,0,0,0,16,5459.78,0,0,0,0,0,0,0,0,10,42782.88,0,0,0,0,0,0,0,0,0,0,69,9104.68,"Georgia","2009","August",19.4096385542169
"685","Georgia","2009","September",181,79892.72,0,0,0,0,0,0,0,0,0,0,1,46750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,5465.14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,3038,"Georgia","2009","September",8.5
"686","Georgia","2009","October",172,42961.28,0,0,18,802.94,0,0,0,0,0,0,1,7.7,0,0,3,61.26,0,0,2,477.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,2933.93,0,0,0,0,0,0,0,0,0,0,116,8942.77,"Georgia","2009","October",12.3333333333333
"687","Georgia","2009","November",277,422617.69,0,0,15,2416.81,0,0,0,0,0,0,3,129682.86,0,0,0,0,6,301.82,1,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2255.9,0,0,1,217260,40,89.45,0,0,0,0,0,0,0,0,54,6908.03,"Georgia","2009","November",12.8947368421053
"688","Georgia","2009","December",204,49515.4,0,0,21,281.47,0,0,0,0,0,0,0,0,0,0,5,15.4,0,0,5,501.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12739,0,0,0,0,0,0,0,0,0,0,71,502.65,"Georgia","2009","December",9.05555555555556
"689","Georgia","2010","January",39,136319.76,0,0,0,0,0,0,0,0,0,0,1,70424,0,0,3,65.81,5,125,3,3920,0,0,0,0,0,0,0,0,0,0,4,1048.22,0,0,0,0,0,0,12,9103.87,0,0,0,0,0,0,0,0,0,0,7,1949,"Georgia","2010","January",11.6666666666667
"690","Georgia","2010","February",3115,49188.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,362.27,0,0,2,3839,0,0,0,0,0,0,20,1048.22,0,0,0,0,0,0,10,377,0,0,0,0,0,0,3050,10.12,0,0,10,328,"Georgia","2010","February",12.9
"691","Georgia","2010","March",205,113246.75,0,0,0,0,0,0,0,0,0,0,1,58235,0,0,25,15.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,161,0,0,0,0,0,0,6,13946.1,0,0,0,0,0,0,0,0,0,0,148,2114.35,"Georgia","2010","March",24.6
"692","Georgia","2010","April",286,670966.64,0,0,7,136.57,0,0,0,0,53,594.64,0,0,0,0,41,15.16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,948.88,0,0,39,14084.07,0,0,0,0,0,0,0,0,0,0,115,257877.1,"Georgia","2010","April",23.6153846153846
"693","Georgia","2010","May",41,59604.05,0,0,22,1173.25,0,0,0,0,10,297.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9360.29,"Georgia","2010","May",19
"694","Georgia","2010","June",329,127434.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,30.32,1,4191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4000,24,2097.46,0,0,0,0,0,0,0,0,0,0,193,77146.72,"Georgia","2010","June",14.671568627451
"695","Georgia","2010","July",100,149689.16,0,0,0,0,0,0,0,0,0,0,1,94737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,442,0,0,0,0,0,0,0,0,0,0,6,656,"Georgia","2010","July",17.6363636363636
"696","Georgia","2010","August",469,517654.18,0,0,0,0,0,0,0,0,0,0,260,639.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,13,24559.49,0,0,0,0,0,0,0,0,0,0,173,264671.75,"Georgia","2010","August",3.1878453038674
"697","Georgia","2010","September",31,171715,0,0,0,0,0,0,0,0,0,0,2,71750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,2321,0,0,0,0,0,0,0,0,0,0,1,65070,"Georgia","2010","September",19.8571428571429
"698","Georgia","2010","October",71,11573.69,0,0,1,47.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1646.96,0,0,0,0,0,0,0,0,0,0,68,8232,"Georgia","2010","October",22.5285714285714
"699","Georgia","2010","November",55,79050.51,0,0,3,271.15,0,0,0,0,0,0,2,50569,0,0,14,28.81,0,0,2,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,7365.86,0,0,0,0,0,0,0,0,0,0,11,656,"Georgia","2010","November",8.6
"700","Georgia","2010","December",87,289222.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7753.37,0,0,0,0,0,0,0,0,0,0,27,76194.56,0,0,0,0,0,0,0,0,2,1347.6,55,6265.38,"Georgia","2010","December",17.3793103448276
"701","Georgia","2011","January",121,447537.28,0,0,0,0,0,0,0,0,0,0,4,3618.73,0,0,14,28.81,0,0,0,0,0,0,1,1678,0,0,10,7753.37,0,0,0,0,0,0,0,0,0,0,33,43502.49,0,0,0,0,0,0,0,0,0,0,51,247683.55,"Georgia","2011","January",18.8333333333333
"702","Georgia","2011","February",76,69144.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,55.53,0,0,0,0,0,0,0,0,0,0,5,5593.92,0,0,0,0,0,0,1,7155,0,0,20,11478.05,0,0,0,0,0,0,0,0,0,0,0,0,"Georgia","2011","February",13.1
"703","Georgia","2011","March",126,111595.7,0,0,0,0,0,0,0,0,0,0,2,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2485.83,0,0,0,0,0,0,0,0,0,0,51,5850.55,"Georgia","2011","March",9.71929824561403
"704","Georgia","2011","April",112,68080.87,0,0,0,0,0,0,0,0,0,0,1,25000,0,0,14,41.99,0,0,0,0,0,0,0,0,0,0,3,339.41,0,0,0,0,0,0,0,0,0,0,16,10167.39,0,0,0,0,0,0,0,0,0,0,76,7906.53,"Georgia","2011","April",16.0945945945946
"705","Georgia","2011","May",632,1044901.14,0,0,0,0,0,0,0,0,0,0,70,779671.36,0,0,32,77.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2032,63,17148,1,45.3,0,0,0,0,0,0,0,0,342,1959.65,"Georgia","2011","May",17.2686567164179
"706","Georgia","2011","June",508,1066134.48,0,0,0,0,0,0,0,0,1,297.32,95,330209.93,0,0,0,0,0,0,4,3067,0,0,2,6247,0,0,0,0,0,0,0,0,0,0,2,9732,10,3970.48,68,51814.05,0,0,0,0,0,0,0,0,0,0,208,12923.6,"Georgia","2011","June",18.5
"707","Georgia","2011","July",354,476049.57,13,18.62,2,16522.65,0,0,2,281.26,0,0,19,429186.17,0,0,25,61.26,0,0,1,645.92,0,0,4,251,0,0,3,284.28,0,0,0,0,0,0,0,0,0,0,8,2015.47,0,0,0,0,0,0,0,0,0,0,262,1619,"Georgia","2011","July",16.9736842105263
"708","Georgia","2011","August",973,616617.08,3,5.41,2,515.73,0,0,0,0,0,0,16,113162.13,0,0,168,41.99,68,1176.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2032,167,77117.8,0,0,0,0,0,0,0,0,0,0,156,7778.42,"Georgia","2011","August",20.9557522123894
"709","Georgia","2011","September",1224,1520351.4,132,36.81,4,999.31,0,0,0,0,0,0,9,312828.64,0,0,0,0,0,0,0,0,0,0,2,7000,0,0,31,1954.47,0,0,0,0,0,0,0,0,0,0,851,22749.86,0,0,0,0,0,0,5,0,0,0,134,8600.1,"Georgia","2011","September",11.7866666666667
"710","Georgia","2011","October",579,650315.43,25,40.9,2,3026.26,0,0,0,0,0,0,16,458872.2,0,0,128,69.41,0,0,2,112.8,0,0,0,0,0,0,71,678.82,0,0,4,400,0,0,1,1311.62,0,0,61,31602.95,0,0,0,0,0,0,200,5.06,0,0,52,9712.88,"Georgia","2011","October",8.57333333333333
"711","Georgia","2011","November",115,794420.5,42,60.29,12,551,0,0,0,0,0,0,34,588958.65,0,0,0,0,1,228.2,2,6932.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21107,0,0,0,0,0,0,0,0,0,0,6,595,"Georgia","2011","November",16.875
"712","Georgia","2011","December",153,589358.55,0,0,4,32669.24,0,0,0,0,0,0,16,448160.1,0,0,34,318.3,20,301.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4000,20,22777.69,0,0,0,0,0,0,0,0,0,0,48,4321.17,"Georgia","2011","December",12.8636363636364
"713","Georgia","2012","January",6202,2764109.6,7,9.31,72,830.07,276,713.69,0,0,223,59264.57,27,806260.75,137,112.27,421,3039.13,39,12148.52,1,566,6,244267,13,8865.09,135,501.2,19,285.38,0,0,2,8794.3,0,0,32,2059.81,359,5560.77,77,33273.45,424,7.12,5,2648,2,259,0,0,365,16401.58,182,41462.05,"Georgia","2012","January",15.1023622047244
"714","Georgia","2012","February",6632,5073917.37,110,7932.4,284,1767.48,407,1862.46,0,0,91,31082.22,42,1132711.09,97,358.69,995,2075.6,28,4720.15,2,566,3,225338,58,2692.91,0,0,42,399.94,3,234.81,1052,54788.8,18,719.94,125,594.72,90,26504.39,23,80000.89,15,721.97,54,3910.51,0,0,0,0,123,23196.16,73,21437.24,"Georgia","2012","February",16.2989323843416
"715","Georgia","2012","March",9282,7103436.59,13,23992.44,47,531.21,135,1670.46,2,1487,415,21611.59,40,1636695.36,3,498.94,263,1354.36,61,2621.08,27,783.66,9,210436.75,1,193.41,0,0,85,8469.32,46,438.83,230,49070.15,22,7165.61,64,1507.49,622,17208.45,16,16883.68,2,200.1,0,0,1,28.05,0,0,724,1705.09,192,107710.34,"Georgia","2012","March",17.0050251256281
"716","Georgia","2012","April",15734,3101477.96,74,6406.7,93,822.05,716,1831.77,0,0,371,2734.41,35,615994.67,14,430,152,1041.55,1,10000,6250,1304.05,3,72726,91,852.58,0,0,4,98,0,0,63,5815.47,9,2618.94,1,140.24,1066,8347.84,109,144272.19,43,1464.21,1,1324,0,0,0,0,686,16368.62,219,34205.52,"Georgia","2012","April",15.9284403669725
"717","Georgia","2012","May",12564,3276075.64,265,14037.58,41,1063.3,1275,1111.13,1,8500,318,7224.97,39,700943.58,2,2069.08,227,835.23,45,16970.71,4988,5490.66,2,509320,38,259.61,0,0,41,2111.2,13,668.12,145,16997.27,47,3278.07,12,1132.33,776,2348.55,74,44113.76,285,1490.21,8,7944,0,0,5,510.62,392,29652.26,391,75017.46,"Georgia","2012","May",13.7727272727273
"718","Georgia","2012","June",4058,2308495.91,74,10506.97,10,75.95,577,1152.3,0,0,56,10064.1,36,878904.36,300,9.78,322,599.42,15,5410.89,10,869,1,74834,3,890.72,0,0,68,1047.14,0,0,2,161.92,165,4643.4,9,542.27,60,616.31,140,32557.98,35,163.97,0,0,0,0,0,0,63,4334.53,188,94232.07,"Georgia","2012","June",13.8604118993135
"719","Georgia","2012","July",5033,3148874.94,100,11.1,0,0,266,1589.38,0,0,51,7820.28,32,694051.51,22,866.83,219,729.75,21,5769.89,469,3792.24,4,391940,16,47846.88,0,0,0,0,7,0,790,138150.36,46,171.53,26,718.53,97,23897.75,36,148643.36,10,1817.38,9,239.12,0,0,0,0,643,6716.91,164,64858.18,"Georgia","2012","July",17.2934272300469
