"","State","Year","Month","Quantity.sum","Acquisition.Value.sum","ov_ammo_quantity.sum","ov_ammo_totalcost.sum","ov_armor_quantity.sum","ov_armor_totalcost.sum","ov_bags_quantity.sum","ov_bags_totalcost.sum","ov_boats_quantity.sum","ov_boats_totalcost.sum","ov_camping_quantity.sum","ov_camping_totalcost.sum","ov_car_quantity.sum","ov_car_totalcost.sum","ov_cooking_quantity.sum","ov_cooking_totalcost.sum","ov_clothing_quantity.sum","ov_clothing_totalcost.sum","ov_disaster_quantity.sum","ov_disaster_totalcost.sum","ov_electro_quantity.sum","ov_electro_totalcost.sum","ov_farming_quantity.sum","ov_farming_totalcost.sum","ov_generator_quantity.sum","ov_generator_totalcost.sum","ov_guncase_quantity.sum","ov_guncase_totalcost.sum","ov_lights_quantity.sum","ov_lights_totalcost.sum","ov_material_quantity.sum","ov_material_totalcost.sum","ov_med_quantity.sum","ov_med_totalcost.sum","ov_office_quantity.sum","ov_office_totalcost.sum","ov_plane_quantity.sum","ov_plane_totalcost.sum","ov_quallife_quantity.sum","ov_quallife_totalcost.sum","ov_record_quantity.sum","ov_record_totalcost.sum","ov_rope_quantity.sum","ov_rope_totalcost.sum","ov_shipping_quantity.sum","ov_shipping_totalcost.sum","ov_signs_quantity.sum","ov_signs_totalcost.sum","ov_training_quantity.sum","ov_training_totalcost.sum","ov_tools_quantity.sum","ov_tools_totalcost.sum","ov_weapon_quantity.sum","ov_weapon_totalcost.sum","State","Year","Month","day.mean"
"473","California","2014","September",3243,462573.15,14,452.27,57,1289.64,209,834.21,0,0,228,58201.46,14,45941.38,2,150,265,952.41,234,15393.5,12,4608.64,16,75575.54,4,1978.52,0,0,62,1892.87,101,7411.78,224,44591.54,30,876.47,65,874.54,172,8337.87,524,82339.53,58,590.02,7,77.4,46,1775,0,0,196,24067.78,651,55642.15,"California","2014","September",12.8487654320988
"474","California","2014","October",8293,834348.89,1224,536.85,24,48.97,1117,4580.01,0,0,794,85943.85,147,112715.06,44,2049.64,925,2415.6,144,61395.05,724,17986.07,0,0,28,549.16,4,59.98,647,11867.94,149,3602.23,252,32459.65,429,2911.56,145,207891.28,218,14932.18,267,198783.12,134,2782.23,8,2528.41,6,51.27,3,28820.23,398,20703.69,393,10348.71,"California","2014","October",14.4334140435835
"475","California","2014","November",6691,1283128.32,0,0,96,19.76,138,1732.88,4,54670,80,763.22,32,164881.16,30,4973,446,523.12,295,470187.89,1193,19454.92,6,3853,15,8031,1,0,269,4202.18,453,329.07,418,13686.84,456,7000.36,1048,15191.11,349,142262.95,344,88128.37,6,197.23,13,32315.05,58,39.31,10,168.6,206,20650.49,516,80606.38,"California","2014","November",14.1008403361345
"476","California","2014","December",6652,815861.02,39,6947.07,92,49.25,589,1069.69,10,112.16,168,1109.73,61,59887.29,33,5851.33,221,804.04,36,185288.98,90,8137.54,0,0,2,8014.5,71,275,187,13381.46,2995,110.18,843,3012.39,311,1715.71,36,156042.59,268,4939.68,101,25436.42,0,0,64,825.76,80,39.31,16,54.72,241,315483.99,51,2352.34,"California","2014","December",14.0958904109589
"477","California","2015","January",9696,778553.11,50,12.11,24,31.46,1283,2304.57,0,0,794,86210.68,108,109176.05,169,3263.55,1271,1597.07,40,135171.68,172,4315.61,0,0,2,26705.2,42,379.06,596,4358.98,307,116.84,729,5856.49,54,25719.23,490,29438.55,649,39426.76,693,42429.04,41,3869.63,45,18816.26,100,78.62,9,0,1754,135341.68,158,70252.67,"California","2015","January",19.0753012048193
"478","California","2015","February",22097,728010.34,277,55.56,137,176.1,419,1326.87,20,37.3,303,16553.31,30,227139.42,4302,151.55,12774,4381.98,1218,46683.84,615,18947.47,15,168159.2,18,31609.82,27,2,44,4487.74,27,481.8,447,3536.13,256,24059.76,20,2674.44,452,7053.56,216,31645.39,79,4881.2,73,5845.71,10,143.1,1,55.82,79,27263.74,90,61736.69,"California","2015","February",17.3878787878788
"479","California","2015","March",11625,853577,419,57.73,330,558.63,933,6042.52,187,15001.03,742,89900.63,18,13279.72,138,1926.28,2192,3531.93,490,10827.18,1098,2590.64,33,1063.1,9,4415,5,366.95,151,15788.85,6,40.56,1100,9169.51,345,7011.47,121,10771.73,1825,26177.23,240,220650.91,71,4823.51,14,892,20,39.31,9,777.62,162,126819.4,852,192851.21,"California","2015","March",13.2484848484848
"480","California","2015","April",6043,674066.57,277,40.21,217,1238.82,703,3516.17,82,4404.01,400,15194.97,14,140189.14,82,4437.9,861,2123.18,71,56233.75,89,14113.65,1,1067.73,46,34257.29,0,0,64,212.86,121,219.38,251,5747.63,290,3907.57,451,3487.82,172,2120.13,378,66504.53,30,484.75,1,2546.72,510,406.21,11,117.5,133,68714.84,566,24773.18,"California","2015","April",13.431693989071
"481","California","2015","May",3551,615471.04,15,513.54,35,347.43,399,1069.03,19,411,23,48517.87,8,26122.13,143,2217.3,315,1510.94,63,139479.17,183,41453.07,6,180.83,0,0,0,0,170,7815.1,194,109.69,31,972.11,147,382.43,66,18700.18,981,5822.79,154,239540.32,15,596.95,81,60211.17,1,3708.44,13,897.24,79,3817.28,391,5750.28,"California","2015","May",15.4529147982063
"482","California","2015","June",2426,1346605.26,0,0,8,10713.75,258,1335.43,0,0,35,1145.44,48,147055.82,96,2707.12,622,176.85,70,192221.12,4,19924.7,3,2549.71,20,117.61,4,200,23,197.71,53,219.38,139,6239.9,94,8143.47,10,306.82,84,6559.41,333,63152.58,60,304.92,3,2180.05,72,12.45,1,833400,44,10766.66,334,36335.1,"California","2015","June",13.8267326732673
"483","California","2015","July",4310,287867.47,40,28.49,0,0,280,1329.89,0,0,32,955.93,25,65195,1731,907.46,879,469.51,141,22212.36,322,2622.14,75,13.11,1,0,0,0,7,4045.85,54,96.18,16,4493.54,116,1760.79,95,16875.12,248,550.78,150,20714.37,0,0,27,144.9,9,11.03,0,0,8,1336.69,47,3604.33,"California","2015","July",15.5810810810811
"484","California","2015","August",3829,893062.61,0,0,139,91.06,117,1212.16,0,0,93,208178.71,76,8888.42,118,972.81,988,878.72,44,318.24,48,13651.27,0,0,16,254886.65,0,0,1045,5818.66,0,0,175,72466.89,91,3766.87,81,13163.77,464,717.28,177,205980.45,2,45.79,28,3301.01,4,268.51,0,0,83,4416.5,34,14822.26,"California","2015","August",16.4679802955665
"485","California","2015","September",5543,657449.19,0,0,240,902.26,104,1178.72,4,463.81,30,5669.81,19,8641.06,139,1624.99,510,2255.85,390,452586.42,97,6023.02,1,0,3,0,3,389.53,2580,9324.36,0,0,194,883.92,10,159.15,13,9938.2,874,19347.48,97,105917.34,1,1473.65,34,486.57,0,0,0,0,89,838.54,98,4351.7,"California","2015","September",16.1422018348624
"486","Colorado","1998","June",4,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2540,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","1998","June",17
"487","Colorado","1999","August",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65070,"Colorado","1999","August",12
"488","Colorado","1999","September",1,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,120,"Colorado","1999","September",9
"489","Colorado","1999","October",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65070,"Colorado","1999","October",25
"490","Colorado","2000","June",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65070,"Colorado","2000","June",29
"491","Colorado","2000","August",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65070,"Colorado","2000","August",8
"492","Colorado","2000","October",2,130140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,130140,"Colorado","2000","October",22
"493","Colorado","2000","November",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65070,"Colorado","2000","November",21
"494","Colorado","2001","March",1,138000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138000,"Colorado","2001","March",26
"495","Colorado","2002","July",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65070,"Colorado","2002","July",1
"496","Colorado","2003","January",2,8210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8210,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2003","January",14
"497","Colorado","2003","April",1,2540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2540,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2003","April",28
"498","Colorado","2003","September",1,545.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,545.69,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2003","September",15
"499","Colorado","2006","March",72,35928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,35928,"Colorado","2006","March",17
"500","Colorado","2006","June",259,130438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,259,130438,"Colorado","2006","June",17.7413127413127
"501","Colorado","2006","July",342,145360.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,145360.94,"Colorado","2006","July",29.7368421052632
"502","Colorado","2006","August",1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,"Colorado","2006","August",1
"503","Colorado","2006","October",346,155146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,155146,"Colorado","2006","October",24.3959537572254
"504","Colorado","2006","November",237,77208.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,77208.56,"Colorado","2006","November",13.3586497890295
"505","Colorado","2006","December",11,5489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5489,"Colorado","2006","December",27
"506","Colorado","2007","February",97,14526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,14526,"Colorado","2007","February",21.9690721649485
"507","Colorado","2007","March",26,3588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3588,"Colorado","2007","March",27
"508","Colorado","2007","August",16,2569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2569,"Colorado","2007","August",28
"509","Colorado","2007","September",50,15925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,15925,"Colorado","2007","September",7
"510","Colorado","2007","October",4,2832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2832,"Colorado","2007","October",24
"511","Colorado","2007","November",21,10479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10479,"Colorado","2007","November",26
"512","Colorado","2007","December",2,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,637,"Colorado","2007","December",26
"513","Colorado","2008","April",15,4878.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4878.71,"Colorado","2008","April",9.53333333333333
"514","Colorado","2008","July",38,4908.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4908.84,"Colorado","2008","July",30.3947368421053
"515","Colorado","2008","August",18,2845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2845,"Colorado","2008","August",17.0555555555556
"516","Colorado","2008","October",13,763.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,763.23,"Colorado","2008","October",15.4615384615385
"517","Colorado","2008","December",15,2070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2070,"Colorado","2008","December",5
"518","Colorado","2009","January",1,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,138,"Colorado","2009","January",22
"519","Colorado","2009","February",8,653.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,653.55,"Colorado","2009","February",25
"520","Colorado","2009","June",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,65070,"Colorado","2009","June",17
"521","Colorado","2010","February",7,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,331,"Colorado","2010","February",25
"522","Colorado","2010","March",3,152776,0,0,0,0,0,0,0,0,0,0,3,152776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2010","March",24
"523","Colorado","2010","April",21,5958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5958,"Colorado","2010","April",12.7222222222222
"524","Colorado","2010","May",5,1324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1324,"Colorado","2010","May",9.5
"525","Colorado","2010","June",22,44023.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,42988,0,0,0,0,0,0,0,0,0,0,18,1035.52,"Colorado","2010","June",12
"526","Colorado","2010","August",117,14173.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,14173.55,"Colorado","2010","August",2.4957264957265
"527","Colorado","2010","October",19,67230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,67230,"Colorado","2010","October",27.4736842105263
"528","Colorado","2010","November",13,90913.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,90913.52,"Colorado","2010","November",4.07692307692308
"529","Colorado","2010","December",3,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,360,"Colorado","2010","December",16
"530","Colorado","2011","January",24,44055,0,0,0,0,0,0,0,0,0,0,1,41061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,2994,"Colorado","2011","January",23.5416666666667
"531","Colorado","2011","February",35,215278.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11040,0,0,0,0,0,0,0,0,0,0,30,204238.1,"Colorado","2011","February",15.7714285714286
"532","Colorado","2011","March",40,410112,0,0,0,0,0,0,0,0,0,0,2,84437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,37536,0,0,0,0,0,0,0,0,0,0,21,288139,"Colorado","2011","March",13.6
"533","Colorado","2011","April",7,43707,0,0,0,0,0,0,0,0,0,0,1,43376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,331,"Colorado","2011","April",23.5
"534","Colorado","2011","June",17,2982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2982,"Colorado","2011","June",20.1428571428571
"535","Colorado","2011","August",4,82991.13,0,0,0,0,0,0,0,0,0,0,2,82122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,869.13,"Colorado","2011","August",19.75
"536","Colorado","2011","September",1,41061,0,0,0,0,0,0,0,0,0,0,1,41061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2011","September",8
"537","Colorado","2011","October",6,205455,0,0,0,0,0,0,0,0,0,0,5,205305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2011","October",14.3333333333333
"538","Colorado","2011","November",16,844534.01,0,0,0,0,0,0,0,0,0,0,2,82122,0,0,1,122.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,745,0,0,0,0,0,0,0,0,0,0,10,761545,"Colorado","2011","November",21
"539","Colorado","2011","December",72,51615.49,0,0,0,0,0,0,0,0,0,0,1,41061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3330.49,0,0,0,0,0,0,0,0,0,0,59,7224,"Colorado","2011","December",19.5070422535211
"540","Colorado","2012","January",13,254903.42,0,0,4,257.42,0,0,0,0,0,0,3,254315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,331,"Colorado","2012","January",15.6
"541","Colorado","2012","February",44,425138.84,0,0,0,0,0,0,0,0,0,0,5,228138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,14352,0,0,0,0,0,0,0,0,0,0,10,182648.84,"Colorado","2012","February",19.0869565217391
"542","Colorado","2012","March",36,294134,0,0,0,0,0,0,0,0,0,0,7,293389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,745,"Colorado","2012","March",13.5454545454545
"543","Colorado","2012","April",125,394892.62,0,0,0,0,0,0,0,0,0,0,9,375511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,19381.62,"Colorado","2012","April",17.6621621621622
"544","Colorado","2012","May",41,402345.13,0,0,0,0,0,0,0,0,0,0,7,293389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,108956.13,"Colorado","2012","May",13.0487804878049
"545","Colorado","2012","June",5,228138,0,0,0,0,0,0,0,0,0,0,5,228138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","June",15.2
"546","Colorado","2012","July",12,124176,0,0,0,0,0,0,0,0,0,0,3,123183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,993,"Colorado","2012","July",13
"547","Colorado","2012","August",12,249620,0,0,0,0,0,0,0,0,0,0,5,207620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,42000,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","August",15.4166666666667
"548","Colorado","2012","October",2,91776.32,0,0,1,1567.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,90209,"Colorado","2012","October",8.5
"549","Colorado","2012","November",30,62000.19,0,0,0,0,0,0,0,0,0,0,1,41061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20133.69,0,0,0,0,0,0,0,0,3,49.5,6,756,"Colorado","2012","November",18
"550","Colorado","2012","December",674,8253.76,30,11.1,140,402.71,66,638.9,0,0,0,0,1,1061,40,3.21,261,436.29,11,0.01,0,0,0,0,0,0,20,71.29,0,0,0,0,61,1448.48,0,0,0,0,9,34.69,3,327.35,0,0,0,0,0,0,0,0,19,3055.5,13,763.23,"Colorado","2012","December",13.0625
"551","Colorado","2013","January",831,294766.83,416,179.19,0,0,42,396.08,0,0,10,18.18,22,64187,0,0,71,262.26,1,182458,0,0,0,0,0,0,0,0,0,0,0,0,77,747.2,0,0,0,0,31,105.65,12,14822,0,0,0,0,0,0,0,0,0,0,145,31566.25,"Colorado","2013","January",6.41984732824428
"552","Colorado","2013","February",582,91168.16,56,22.26,0,0,68,244.48,0,0,92,2164.87,0,0,0,0,124,374.78,7,3799.98,20,1000,0,0,0,0,0,0,61,806.54,0,0,77,8714.46,0,0,0,0,15,61701.92,11,556.1,0,0,0,0,0,0,0,0,0,0,50,11514.69,"Colorado","2013","February",16.1267605633803
"553","Colorado","2013","March",280,16401.83,0,0,2,336.33,17,170.03,0,0,18,3966.15,0,0,0,0,144,197.46,0,0,30,1174.2,0,0,0,0,0,0,0,0,0,0,7,867.96,0,0,0,0,3,7783.78,1,930.49,0,0,0,0,0,0,0,0,3,294.44,55,680.99,"Colorado","2013","March",13.9545454545455
"554","Colorado","2013","April",686,307933.28,92,116.24,0,0,126,44.41,0,0,4,366.12,0,0,0,0,103,127.63,0,0,71,3522.6,0,0,0,0,0,0,0,0,0,0,138,1051.1,0,0,0,0,31,231344.9,8,1054,0,0,1,1500,0,0,0,0,3,1355.21,109,67451.07,"Colorado","2013","April",20.9365079365079
"555","Colorado","2013","May",598,191587.71,245,12.11,0,0,106,4313.28,0,0,0,0,0,0,0,0,24,89.2,0,0,0,0,0,0,0,0,5,100,0,0,0,0,47,152186.45,0,0,0,0,0,0,4,378.05,0,0,0,0,0,0,0,0,6,1043,159,32418.62,"Colorado","2013","May",18.2365591397849
"556","Colorado","2013","June",525,81142.63,185,61.61,0,0,35,152.31,0,0,118,3115.41,2,1367.55,19,39.17,0,0,14,0,1,150,0,0,0,0,0,0,0,0,0,0,38,57891.31,0,0,0,0,52,713,15,10089.96,0,0,0,0,0,0,0,0,36,6254.31,10,1308,"Colorado","2013","June",19.6153846153846
"557","Colorado","2013","July",395,653528.67,0,0,0,0,0,0,0,0,5,47.09,8,556368,0,0,0,0,0,0,0,0,1,74288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,30.65,3,20511.92,0,0,0,0,0,0,0,0,46,41.27,308,2241.74,"Colorado","2013","July",16.4516129032258
"558","Colorado","2013","August",607,296916.44,50,3.88,82,29.46,55,171.99,0,0,15,161.85,5,253104,0,0,90,218.7,4,13906,0,0,0,0,0,0,0,0,0,0,2,0.5,70,2390.52,5,197.12,0,0,35,104.36,2,3588,0,0,39,44.7,0,0,0,0,49,34.4,97,22952.96,"Colorado","2013","August",10.4949494949495
"559","Colorado","2013","September",383,684909.19,120,49.11,0,0,15,100.3,0,0,4,47.09,0,0,0,0,75,330.52,1,10000,0,0,0,0,0,0,0,0,0,0,0,0,40,1853.66,0,0,10,40.91,41,9.92,6,10409.51,0,0,2,0,0,0,0,0,2,0,67,662068.17,"Colorado","2013","September",15.5526315789474
