"","State","Year","Month","quantity.sum","total_cost.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","State.1","Year.1","Month.1","day.mean","army_clothing_bags_quantity.sum","army_clothing_bags_totalcost.sum"
"1805","Montana",2009,"May",2,1208.98,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2009,"May",14,0,0
"1807","Montana",2009,"October",1,55000,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2009,"October",28,0,0
"1813","Montana",2010,"August",9,18092.92,8,5353.92,1,12739,0,0,0,0,0,0,0,0,"Montana",2010,"August",27,0,0
"1808","Montana",2010,"January",7,102200,0,0,7,102200,0,0,0,0,0,0,0,0,"Montana",2010,"January",4,0,0
"1812","Montana",2010,"July",15,5195.23,1,225.23,14,4970,0,0,0,0,0,0,0,0,"Montana",2010,"July",22.5,0,0
"1811","Montana",2010,"June",6,828,6,828,0,0,0,0,0,0,0,0,0,0,"Montana",2010,"June",30,0,0
"1809","Montana",2010,"March",16,285682,2,275628,2,4738,0,0,0,0,12,5316,0,0,"Montana",2010,"March",15.25,0,0
"1810","Montana",2010,"May",6,2031.45,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2010,"May",21,0,0
"1816","Montana",2010,"November",1,36800,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2010,"November",12,0,0
"1815","Montana",2010,"October",2,83.34,2,83.34,0,0,0,0,0,0,0,0,0,0,"Montana",2010,"October",9,0,0
"1814","Montana",2010,"September",10,3010,0,0,10,3010,0,0,0,0,0,0,0,0,"Montana",2010,"September",12,0,0
"1819","Montana",2011,"April",32,3057.68,24,1409.04,0,0,0,0,0,0,0,0,0,0,"Montana",2011,"April",22.32,0,0
"1822","Montana",2011,"August",2,50000,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2011,"August",27.5,0,0
"1824","Montana",2011,"December",16,10041,0,0,15,5325,0,0,0,0,0,0,0,0,"Montana",2011,"December",22.5,0,0
"1817","Montana",2011,"February",5,4130,0,0,5,4130,0,0,0,0,0,0,0,0,"Montana",2011,"February",24,0,0
"1821","Montana",2011,"June",1,25000,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2011,"June",28,0,0
"1818","Montana",2011,"March",1,90209,1,90209,0,0,0,0,0,0,0,0,0,0,"Montana",2011,"March",22,0,0
"1820","Montana",2011,"May",3,618.24,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2011,"May",14,0,0
"1823","Montana",2011,"October",3,150,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2011,"October",30,0,0
"1828","Montana",2012,"April",311,398211.95,36,9193.65,9,111188.18,0,0,1,5000,0,0,0,0,"Montana",2012,"April",13.4915254237288,0,0
"1832","Montana",2012,"August",115,127576.68,45,5400,3,35997,0,0,1,5062.56,0,0,2,859,"Montana",2012,"August",21,0,0
"1826","Montana",2012,"February",504,1218759.02,2,13.98,35,55679,0,0,1,300,0,0,6,102987.92,"Montana",2012,"February",12.5,0,0
"1825","Montana",2012,"January",120,495607.4,19,10850.85,30,9840,0,0,1,746,0,0,0,0,"Montana",2012,"January",17.8076923076923,0,0
"1831","Montana",2012,"July",1569,526914.3,0,0,7,15078.96,0,0,0,0,0,0,0,0,"Montana",2012,"July",12.5714285714286,0,0
"1830","Montana",2012,"June",57,877566.18,1,4904,0,0,0,0,0,0,0,0,0,0,"Montana",2012,"June",14,0,0
"1827","Montana",2012,"March",107,1744794.9,1,60,9,4624,0,0,2,5969.5,2,380.02,0,0,"Montana",2012,"March",14.4716981132075,0,0
"1829","Montana",2012,"May",201,1006046.75,0,0,10,4582.68,0,0,1,21949,8,433.48,6,6887.56,"Montana",2012,"May",17.9615384615385,0,0
"1833","Montana",2012,"September",2,94910,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2012,"September",6,0,0
"1837","Montana",2013,"April",146,376459,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2013,"April",17.0909090909091,0,0
"1843","Montana",2013,"December",2,65000,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2013,"December",2.5,0,0
"1835","Montana",2013,"February",1,15448,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2013,"February",27,0,0
"1834","Montana",2013,"January",1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2013,"January",8,0,0
"1840","Montana",2013,"July",2,14721,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2013,"July",1,0,0
"1839","Montana",2013,"June",6,5225.16,0,0,0,0,0,0,0,0,0,0,6,5225.16,"Montana",2013,"June",17,0,0
"1836","Montana",2013,"March",94,88041.64,15,469.04,13,11302.6,0,0,3,6710.34,0,0,2,6297.97,"Montana",2013,"March",13.3,0,0
"1838","Montana",2013,"May",23,135389.56,2,276,8,6608,0,0,0,0,0,0,0,0,"Montana",2013,"May",18.0909090909091,0,0
"1842","Montana",2013,"October",4,1718.76,0,0,0,0,0,0,1,0,0,0,3,1718.76,"Montana",2013,"October",8.5,0,0
"1841","Montana",2013,"September",2,778410,1,658000,0,0,0,0,0,0,0,0,0,0,"Montana",2013,"September",26.5,0,0
"1847","Montana",2014,"April",5,1089.28,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2014,"April",17,0,0
"1845","Montana",2014,"February",3,76381,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2014,"February",19.5,0,0
"1844","Montana",2014,"January",2,83774,0,0,0,0,0,0,0,0,0,0,0,0,"Montana",2014,"January",6,0,0
"1846","Montana",2014,"March",10,2368.8,0,0,0,0,0,0,0,0,0,0,10,2368.8,"Montana",2014,"March",26,0,0
"3579","Nebraska",2005,"December",44,587863.04,24,3294,20,584569.04,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1848","Nebraska",2006,"March",5,690,5,690,0,0,0,0,0,0,0,0,0,0,"Nebraska",2006,"March",7.8,0,0
"1851","Nebraska",2006,"November",28,16231.6,8,1104,20,15127.6,0,0,0,0,0,0,0,0,"Nebraska",2006,"November",14.8571428571429,0,0
"1850","Nebraska",2006,"October",2,3750.88,0,0,2,3750.88,0,0,0,0,0,0,0,0,"Nebraska",2006,"October",5,0,0
"1849","Nebraska",2006,"September",11,1500,11,1500,0,0,0,0,0,0,0,0,0,0,"Nebraska",2006,"September",21.8181818181818,0,0
"1855","Nebraska",2007,"December",1,499,1,499,0,0,0,0,0,0,0,0,0,0,"Nebraska",2007,"December",7,0,0
"1854","Nebraska",2007,"July",1,499,1,499,0,0,0,0,0,0,0,0,0,0,"Nebraska",2007,"July",25,0,0
"1853","Nebraska",2007,"June",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"Nebraska",2007,"June",28,0,0
"1852","Nebraska",2007,"March",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"Nebraska",2007,"March",19,0,0
"1858","Nebraska",2008,"August",8,3992,8,3992,0,0,0,0,0,0,0,0,0,0,"Nebraska",2008,"August",20,0,0
"1857","Nebraska",2008,"July",6,828,6,828,0,0,0,0,0,0,0,0,0,0,"Nebraska",2008,"July",11,0,0
"1856","Nebraska",2008,"May",40,13743.71,40,13743.71,0,0,0,0,0,0,0,0,0,0,"Nebraska",2008,"May",19.35,0,0
"1860","Nebraska",2008,"October",21,9477,21,9477,0,0,0,0,0,0,0,0,0,0,"Nebraska",2008,"October",3.85714285714286,0,0
"1859","Nebraska",2008,"September",30,9555,30,9555,0,0,0,0,0,0,0,0,0,0,"Nebraska",2008,"September",25.0333333333333,0,0
"1864","Nebraska",2009,"August",10,1200,10,1200,0,0,0,0,0,0,0,0,0,0,"Nebraska",2009,"August",31,0,0
"1861","Nebraska",2009,"January",13,1380,10,1380,0,0,0,0,0,0,0,0,0,0,"Nebraska",2009,"January",6.46153846153846,0,0
"1863","Nebraska",2009,"July",1,8313,0,0,1,8313,0,0,0,0,0,0,0,0,"Nebraska",2009,"July",1,0,0
"1862","Nebraska",2009,"March",70,18528.1,8,978,2,16624,0,0,0,0,0,0,0,0,"Nebraska",2009,"March",11.6666666666667,0,0
"1865","Nebraska",2009,"November",58,6196,0,0,8,5782,50,414,0,0,0,0,0,0,"Nebraska",2009,"November",13.75,0,0
"1866","Nebraska",2010,"December",9,1080,9,1080,0,0,0,0,0,0,0,0,0,0,"Nebraska",2010,"December",25.3333333333333,0,0
"1868","Nebraska",2011,"April",4,1646,4,1646,0,0,0,0,0,0,0,0,0,0,"Nebraska",2011,"April",15,0,0
"1871","Nebraska",2011,"December",2,276,2,276,0,0,0,0,0,0,0,0,0,0,"Nebraska",2011,"December",6,0,0
"1867","Nebraska",2011,"January",5,293.55,5,293.55,0,0,0,0,0,0,0,0,0,0,"Nebraska",2011,"January",18,0,0
"1869","Nebraska",2011,"May",4,376,2,276,0,0,0,0,0,0,0,0,0,0,"Nebraska",2011,"May",9.5,0,0
"1870","Nebraska",2011,"November",1,138,1,138,0,0,0,0,0,0,0,0,0,0,"Nebraska",2011,"November",16,0,0
"1875","Nebraska",2012,"April",989,83501.06,46,14995,9,695.8,0,0,0,0,168,8902.98,0,0,"Nebraska",2012,"April",13.2352941176471,0,0
"1878","Nebraska",2012,"December",1,10000,0,0,0,0,0,0,0,0,0,0,0,0,"Nebraska",2012,"December",10,0,0
"1873","Nebraska",2012,"February",6,16902,5,0,0,0,0,0,0,0,0,0,0,0,"Nebraska",2012,"February",17.3333333333333,0,0
"1872","Nebraska",2012,"January",111,3092.79,0,0,0,0,0,0,0,0,0,0,0,0,"Nebraska",2012,"January",12,0,0
"1877","Nebraska",2012,"June",1,3123,0,0,0,0,0,0,0,0,0,0,0,0,"Nebraska",2012,"June",22,0,0
"1874","Nebraska",2012,"March",703,165279.63,3,68.67,34,120009.26,0,0,0,0,40,2084.4,0,0,"Nebraska",2012,"March",18.4242424242424,0,0
"1876","Nebraska",2012,"May",97,4517.85,6,720,0,0,0,0,0,0,0,0,0,0,"Nebraska",2012,"May",18,0,0
"1880","Nebraska",2013,"April",659,4702865,0,0,659,4702865,0,0,0,0,0,0,0,0,"Nebraska",2013,"April",25.1820940819423,0,0
"1879","Nebraska",2013,"February",1,47069,0,0,0,0,0,0,0,0,0,0,0,0,"Nebraska",2013,"February",12,0,0
"1881","Nebraska",2013,"June",8,2476,8,2476,0,0,0,0,0,0,0,0,0,0,"Nebraska",2013,"June",17,0,0
"1882","Nebraska",2013,"September",1,412000,1,412000,0,0,0,0,0,0,0,0,0,0,"Nebraska",2013,"September",16,0,0
"1883","Nebraska",2014,"January",4,120,1,120,0,0,0,0,0,0,0,0,0,0,"Nebraska",2014,"January",29.75,0,0
"3580","Nevada",2005,"December",115,3659687.62,70,523259,28,272172,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1886","Nevada",2006,"August",11,5489,11,5489,0,0,0,0,0,0,0,0,0,0,"Nevada",2006,"August",6.18181818181818,0,0
"1888","Nevada",2006,"December",30,14970,30,14970,0,0,0,0,0,0,0,0,0,0,"Nevada",2006,"December",6,0,0
"1884","Nevada",2006,"February",24,11615,24,11615,0,0,0,0,0,0,0,0,0,0,"Nevada",2006,"February",26.9166666666667,0,0
"1885","Nevada",2006,"June",6,2994,6,2994,0,0,0,0,0,0,0,0,0,0,"Nevada",2006,"June",12,0,0
"1887","Nevada",2006,"September",8,2548,8,2548,0,0,0,0,0,0,0,0,0,0,"Nevada",2006,"September",21,0,0
"1890","Nevada",2007,"April",1,65070,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2007,"April",5,0,0
"1889","Nevada",2007,"February",12,1656,12,1656,0,0,0,0,0,0,0,0,0,0,"Nevada",2007,"February",10,0,0
"1892","Nevada",2008,"August",70,370422.3,15,4350,55,366072.3,0,0,0,0,0,0,0,0,"Nevada",2008,"August",20.2,0,0
"1891","Nevada",2008,"May",91,45409,91,45409,0,0,0,0,0,0,0,0,0,0,"Nevada",2008,"May",18.7362637362637,0,0
"1894","Nevada",2008,"October",67,63031.36,65,24307.36,2,38724,0,0,0,0,0,0,0,0,"Nevada",2008,"October",13.0757575757576,0,0
"1893","Nevada",2008,"September",23,3896,23,3896,0,0,0,0,0,0,0,0,0,0,"Nevada",2008,"September",24.5217391304348,0,0
"1896","Nevada",2009,"April",1,456.63,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2009,"April",20,0,0
"1899","Nevada",2009,"August",1,8910.73,0,0,0,0,0,0,1,8910.73,0,0,0,0,"Nevada",2009,"August",7,0,0
"1895","Nevada",2009,"February",2,197009.74,0,0,0,0,0,0,2,197009.74,0,0,0,0,"Nevada",2009,"February",9,0,0
"1898","Nevada",2009,"June",313,77879.51,0,0,2,921.25,0,0,8,7753.52,0,0,0,0,"Nevada",2009,"June",15.25,0,0
"1897","Nevada",2009,"May",15,11540.12,0,0,3,2820,0,0,0,0,0,0,0,0,"Nevada",2009,"May",3.2,0,0
"1901","Nevada",2009,"October",9,47766.66,0,0,0,0,0,0,6,35828.58,0,0,0,0,"Nevada",2009,"October",17.5,0,0
"1900","Nevada",2009,"September",7,3193.2,5,600,0,0,0,0,0,0,0,0,0,0,"Nevada",2009,"September",8.16666666666667,0,0
"1905","Nevada",2010,"April",6,5159.94,4,1996,0,0,0,0,0,0,0,0,0,0,"Nevada",2010,"April",7.8,0,0
"1909","Nevada",2010,"August",5,516,4,516,0,0,0,0,0,0,0,0,0,0,"Nevada",2010,"August",6.4,0,0
"1912","Nevada",2010,"December",5,20797.54,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2010,"December",16,0,0
"1903","Nevada",2010,"February",24,14657.47,15,2580.75,0,0,0,0,2,11361.46,0,0,0,0,"Nevada",2010,"February",10.3333333333333,0,0
"1902","Nevada",2010,"January",687,47461,0,0,0,0,0,0,1,599.58,0,0,0,0,"Nevada",2010,"January",12.8,0,0
"1908","Nevada",2010,"July",8,3388.61,0,0,5,1420,0,0,0,0,0,0,0,0,"Nevada",2010,"July",19.5,0,0
"1907","Nevada",2010,"June",6,50876.25,0,0,0,0,0,0,3,91.14,0,0,0,0,"Nevada",2010,"June",12.6666666666667,0,0
"1904","Nevada",2010,"March",4,2254.24,2,1440,0,0,0,0,2,814.24,0,0,0,0,"Nevada",2010,"March",20.6666666666667,0,0
"1906","Nevada",2010,"May",5,10180.72,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2010,"May",14.5,0,0
"1911","Nevada",2010,"October",3,88390.53,0,0,0,0,0,0,3,88390.53,0,0,0,0,"Nevada",2010,"October",12,0,0
"1910","Nevada",2010,"September",3,2831.27,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2010,"September",7.66666666666667,0,0
"1916","Nevada",2011,"April",8,11094.91,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2011,"April",19.8571428571429,0,0
"1920","Nevada",2011,"August",13,11844.38,1,813.69,8,5768,0,0,3,47.58,0,0,0,0,"Nevada",2011,"August",13,0,0
"1924","Nevada",2011,"December",34,59826.5,0,0,30,46172,0,0,0,0,1,10311.25,0,0,"Nevada",2011,"December",20.5,0,0
"1914","Nevada",2011,"February",8,31868.16,0,0,3,1335,0,0,3,1648.86,0,0,0,0,"Nevada",2011,"February",13.3333333333333,0,0
"1913","Nevada",2011,"January",10,65923.18,0,0,0,0,0,0,2,7723.1,0,0,0,0,"Nevada",2011,"January",15.3333333333333,0,0
"1919","Nevada",2011,"July",12,79874.97,5,228.5,6,73086,0,0,0,0,0,0,0,0,"Nevada",2011,"July",24.6666666666667,0,0
"1918","Nevada",2011,"June",19,4629.72,14,1806,0,0,0,0,2,1300.46,0,0,0,0,"Nevada",2011,"June",20.1764705882353,0,0
"1915","Nevada",2011,"March",7,220391.18,1,195650,0,0,0,0,0,0,0,0,0,0,"Nevada",2011,"March",18.25,0,0
"1917","Nevada",2011,"May",22,24199.39,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2011,"May",13.5,0,0
"1923","Nevada",2011,"November",51,21355.52,0,0,3,1983,0,0,0,0,0,0,0,0,"Nevada",2011,"November",12.7142857142857,0,0
"1922","Nevada",2011,"October",23,20457.5,0,0,4,1312,0,0,0,0,0,0,0,0,"Nevada",2011,"October",15,0,0
"1921","Nevada",2011,"September",5,7700,0,0,5,7700,0,0,0,0,0,0,0,0,"Nevada",2011,"September",17,0,0
"1928","Nevada",2012,"April",353,109016.65,4,1021.44,0,0,0,0,5,23165.69,0,0,0,0,"Nevada",2012,"April",17.0555555555556,0,0
"1932","Nevada",2012,"August",250,127351.08,7,1459.22,5,87922,0,0,0,0,13,1361.16,0,0,"Nevada",2012,"August",13.09375,0,0
"1936","Nevada",2012,"December",55,320638.38,19,1204.62,7,28770,0,0,14,266184.88,0,0,0,0,"Nevada",2012,"December",11.8260869565217,0,0
"1926","Nevada",2012,"February",544,108982.77,21,551.31,10,608.8,0,0,4,6716,15,781.65,8,3774.08,"Nevada",2012,"February",16.4153846153846,0,0
"1925","Nevada",2012,"January",362,114316.43,5,2155.45,22,31101.36,0,0,0,0,0,0,0,0,"Nevada",2012,"January",16.8125,0,0
"1931","Nevada",2012,"July",604,416184.37,80,3269,0,0,0,0,0,0,96,4654.4,12,308614.26,"Nevada",2012,"July",18.8,0,0
"1930","Nevada",2012,"June",72,134889.17,16,118.08,0,0,0,0,4,5875.96,0,0,1,530.81,"Nevada",2012,"June",16.1111111111111,0,0
"1927","Nevada",2012,"March",761,178564.15,45,3250.8,46,39672,0,0,2,7723.1,128,5773.82,1,100,"Nevada",2012,"March",16.5901639344262,0,0
"1929","Nevada",2012,"May",388,181958.25,6,1594.26,3,7132,0,0,5,17792.99,10,323.5,22,21362.24,"Nevada",2012,"May",21.4418604651163,0,0
"1935","Nevada",2012,"November",409,267258.97,0,0,26,922.25,0,0,25,194181.74,18,1538.56,184,1288,"Nevada",2012,"November",8.6578947368421,0,0
"1934","Nevada",2012,"October",128,261962.2,60,1363.8,20,22451.89,0,0,15,207235.74,0,0,5,3075.15,"Nevada",2012,"October",18.047619047619,0,0
"1933","Nevada",2012,"September",1,220,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",2012,"September",27,0,0
"1940","Nevada",2013,"April",378,68569.85,54,7499,4,24000,0,0,0,0,35,614.95,0,0,"Nevada",2013,"April",18.5172413793103,0,0
"1944","Nevada",2013,"August",59,108462.96,25,859.8,5,102505,0,0,1,0,0,0,0,0,"Nevada",2013,"August",11.1538461538462,0,0
"1948","Nevada",2013,"December",203,95833.94,4,996.44,23,49155.8,0,0,0,0,2,0,5,0,"Nevada",2013,"December",17.4117647058824,0,0
"1938","Nevada",2013,"February",806,65301.86,0,0,2,2678.84,0,0,0,0,8,236.8,2,1000,"Nevada",2013,"February",10.6363636363636,0,0
"1937","Nevada",2013,"January",242,90637.7,0,0,0,0,0,0,4,29108.24,0,0,0,0,"Nevada",2013,"January",22.7857142857143,0,0
"1943","Nevada",2013,"July",43,7813.7,28,7709.88,1,103.82,0,0,0,0,0,0,0,0,"Nevada",2013,"July",13.5,0,0
"1942","Nevada",2013,"June",109,201899.45,0,0,0,0,0,0,0,0,0,0,70,7114.8,"Nevada",2013,"June",10.6666666666667,0,0
"1939","Nevada",2013,"March",127,222464.83,0,0,47,10960,0,0,32,206089.25,0,0,0,0,"Nevada",2013,"March",10.8,0,0
"1941","Nevada",2013,"May",456,75620.07,0,0,4,4045.8,0,0,11,4777.2,0,0,250,10077.5,"Nevada",2013,"May",12.4117647058824,0,0
"1947","Nevada",2013,"November",187,156996.66,6,6812.85,38,48440.28,0,0,0,0,0,0,8,547.96,"Nevada",2013,"November",14.5897435897436,0,0
"1946","Nevada",2013,"October",266,682056.53,1,658000,0,0,0,0,0,0,125,3721,8,1412.06,"Nevada",2013,"October",8.84615384615385,0,0
"1945","Nevada",2013,"September",306,780514.01,2,658000,29,50632.7,0,0,3,12760.08,42,2653.14,106,10086.08,"Nevada",2013,"September",13.3584905660377,0,0
"1952","Nevada",2014,"April",9,94094.26,0,0,1,6655.86,0,0,0,0,0,0,0,0,"Nevada",2014,"April",13.6,0,0
"1950","Nevada",2014,"February",109,1503444.27,2,1466000,49,14813,0,0,10,16584.8,14,0,1,0,"Nevada",2014,"February",14.3125,0,0
"1949","Nevada",2014,"January",645,81926.83,81,9920,33,14458,0,0,0,0,1,792.57,100,665,"Nevada",2014,"January",17.6,0,0
"1951","Nevada",2014,"March",272,408701.07,50,127.4,69,22105.09,0,0,3,99383.87,3,0,7,2012.64,"Nevada",2014,"March",14.8636363636364,0,0
"3581","New Hampshire",2005,"December",134,132887,124,44187,9,38700,0,0,0,0,0,0,0,0,NA,NA,NA,NA,0,0
"1953","New Hampshire",2006,"June",4,1996,4,1996,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2006,"June",12,0,0
"1955","New Hampshire",2006,"November",76,29621,76,29621,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2006,"November",15,0,0
"1954","New Hampshire",2006,"September",44,12570,44,12570,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2006,"September",28,0,0
"1957","New Hampshire",2007,"April",3,1497,3,1497,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2007,"April",11,0,0
"1958","New Hampshire",2007,"August",1,499,1,499,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2007,"August",28,0,0
"1956","New Hampshire",2007,"January",2,276,2,276,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2007,"January",23,0,0
"1960","New Hampshire",2008,"August",17,4151,17,4151,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2008,"August",23.2352941176471,0,0
"1959","New Hampshire",2008,"May",148,48803,148,48803,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2008,"May",28.8445945945946,0,0
"1962","New Hampshire",2008,"November",6,828,6,828,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2008,"November",25,0,0
"1961","New Hampshire",2008,"October",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2008,"October",14,0,0
"1964","New Hampshire",2009,"April",1,138,1,138,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2009,"April",1,0,0
"1963","New Hampshire",2009,"March",3,396,3,396,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2009,"March",4,0,0
"1966","New Hampshire",2010,"August",4,480,4,480,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2010,"August",2,0,0
"1965","New Hampshire",2010,"July",12,3567.84,0,0,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2010,"July",26,0,0
"1968","New Hampshire",2010,"November",1,500,0,0,1,500,0,0,0,0,0,0,0,0,"New Hampshire",2010,"November",15,0,0
"1967","New Hampshire",2010,"October",3,6318.76,0,0,1,1200,0,0,0,0,0,0,0,0,"New Hampshire",2010,"October",17.5,0,0
"1969","New Hampshire",2011,"August",1,25000,0,0,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2011,"August",31,0,0
"1973","New Hampshire",2011,"December",38,241258.65,30,8365.65,1,342,0,0,0,0,0,0,0,0,"New Hampshire",2011,"December",5.36842105263158,0,0
"1972","New Hampshire",2011,"November",15,353995.75,5,1355.75,2,1652,0,0,0,0,0,0,0,0,"New Hampshire",2011,"November",14.8571428571429,0,0
"1971","New Hampshire",2011,"October",9,19016.42,6,819.42,3,18197,0,0,0,0,0,0,0,0,"New Hampshire",2011,"October",14,0,0
"1970","New Hampshire",2011,"September",8,54015.44,6,4015.44,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2011,"September",27,0,0
"1977","New Hampshire",2012,"April",160,68198.91,39,17418.13,22,13008,0,0,0,0,28,1488.4,7,8733.28,"New Hampshire",2012,"April",18.3194444444444,0,0
"1981","New Hampshire",2012,"August",150,339561.07,25,8865,3,81.18,0,0,5,25225,22,6569.83,6,1715.34,"New Hampshire",2012,"August",7.2987012987013,0,0
"1985","New Hampshire",2012,"December",235,336719.84,10,9996.06,5,173.84,0,0,3,172.5,9,1.89,0,0,"New Hampshire",2012,"December",12.6451612903226,0,0
"1975","New Hampshire",2012,"February",26,227162.64,0,0,4,0,4,37.24,0,0,0,0,0,0,"New Hampshire",2012,"February",8.9,0,0
"1974","New Hampshire",2012,"January",61,532409.52,0,0,7,9860,0,0,0,0,21,119111.28,0,0,"New Hampshire",2012,"January",12.8,0,0
"1980","New Hampshire",2012,"July",246,846508.42,0,0,6,17633.1,0,0,20,196161.79,14,214.42,12,639.12,"New Hampshire",2012,"July",14.0921052631579,0,0
"1979","New Hampshire",2012,"June",250,440647.79,0,0,1,29040,0,0,3,13106.98,10,6332.87,25,4880.25,"New Hampshire",2012,"June",17.8,0,0
"1976","New Hampshire",2012,"March",568,166914.93,55,4261.95,40,73755.15,100,931,0,0,18,1126.44,0,0,"New Hampshire",2012,"March",15.7826086956522,0,0
"1978","New Hampshire",2012,"May",249,618576.92,15,41304.3,25,77297.91,0,0,16,10932.18,7,289.73,1,34807.98,"New Hampshire",2012,"May",19.1818181818182,0,0
"1984","New Hampshire",2012,"November",87,346811.4,15,249.45,2,42430.05,0,0,0,0,6,248.34,0,0,"New Hampshire",2012,"November",23.32,0,0
"1983","New Hampshire",2012,"October",20,420850,0,0,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2012,"October",21.9,0,0
"1982","New Hampshire",2012,"September",6,130087,0,0,0,0,0,0,1,0,0,0,0,0,"New Hampshire",2012,"September",19.6666666666667,0,0
"1989","New Hampshire",2013,"April",269,106879.48,3,132.69,9,28324.58,0,0,0,0,39,1536.98,0,0,"New Hampshire",2013,"April",11.1944444444444,0,0
"1993","New Hampshire",2013,"August",27,13635,0,0,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2013,"August",8,0,0
"1997","New Hampshire",2013,"December",95,130506.7,0,0,1,0,0,0,0,0,0,0,62,5084,"New Hampshire",2013,"December",18.125,0,0
"1987","New Hampshire",2013,"February",539,493678.58,17,6504.93,29,14716.04,150,1396.5,4,9765.42,16,3246.13,43,1532.07,"New Hampshire",2013,"February",18.0821917808219,0,0
"1986","New Hampshire",2013,"January",876,1656157.24,47,4723.6,6,484.32,0,0,26,57516.98,23,627.12,31,384.33,"New Hampshire",2013,"January",19.6825396825397,0,0
"1992","New Hampshire",2013,"July",3,1059.96,0,0,2,1059.96,0,0,0,0,0,0,0,0,"New Hampshire",2013,"July",30.5,0,0
"1991","New Hampshire",2013,"June",30,262230.7,0,0,0,0,0,0,4,2559.2,0,0,0,0,"New Hampshire",2013,"June",6.625,0,0
"1988","New Hampshire",2013,"March",318,134330.81,10,4268,19,8739.56,0,0,3,1661.64,0,0,0,0,"New Hampshire",2013,"March",16.1020408163265,0,0
"1990","New Hampshire",2013,"May",758,243038.46,1,4025,3,642.61,0,0,9,51125.83,89,13735.88,292,1698.02,"New Hampshire",2013,"May",14.575,0,0
"1996","New Hampshire",2013,"November",8,7679.73,0,0,0,0,0,0,1,80.29,0,0,0,0,"New Hampshire",2013,"November",24.375,0,0
"1995","New Hampshire",2013,"October",4,3021.52,0,0,1,0,0,0,1,1002.74,0,0,0,0,"New Hampshire",2013,"October",27,0,0
"1994","New Hampshire",2013,"September",56,1030421.2,0,0,1,950000,0,0,49,63374.2,0,0,0,0,"New Hampshire",2013,"September",16.1818181818182,0,0
"2001","New Hampshire",2014,"April",131,39570.89,12,234.48,12,30350.76,0,0,1,0,0,0,0,0,"New Hampshire",2014,"April",15.6363636363636,0,0
"1999","New Hampshire",2014,"February",30,179055.42,0,0,28,95096,0,0,0,0,0,0,0,0,"New Hampshire",2014,"February",23.5789473684211,0,0
"1998","New Hampshire",2014,"January",3,127819,0,0,0,0,0,0,0,0,0,0,0,0,"New Hampshire",2014,"January",14.6666666666667,0,0
