"","State","Year","Month","Quantity.sum","Acquisition.Value.sum","policeweapon_quantity.sum","policeweapon_totalcost.sum","policerecord_quantity.sum","policerecord_totalcost.sum","policeammo_quantity.sum","policeammo_totalcost.sum","policecar_quantity.sum","policecar_totalcost.sum","disaster_quantity.sum","disaster_totalcost.sum","medical_quantity.sum","medical_totalcost.sum","State","Year","Month","day.mean"
"537","Colorado","2011","October",6,205455,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2011","October",14.3333333333333
"538","Colorado","2011","November",16,844534.01,10,761545,3,745,0,0,0,0,0,0,0,0,"Colorado","2011","November",21
"539","Colorado","2011","December",72,51615.49,59,7224,12,3330.49,0,0,0,0,0,0,0,0,"Colorado","2011","December",19.5070422535211
"540","Colorado","2012","January",13,254903.42,6,331,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","January",15.6
"541","Colorado","2012","February",44,425138.84,10,182648.84,29,14352,0,0,0,0,0,0,0,0,"Colorado","2012","February",19.0869565217391
"542","Colorado","2012","March",36,294134,29,745,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","March",13.5454545454545
"543","Colorado","2012","April",125,394892.62,116,19381.62,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","April",17.6621621621622
"544","Colorado","2012","May",41,402345.13,34,108956.13,6,33900,0,0,0,0,0,0,0,0,"Colorado","2012","May",13.0487804878049
"545","Colorado","2012","June",5,228138,0,0,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","June",15.2
"546","Colorado","2012","July",12,124176,9,993,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","July",13
"547","Colorado","2012","August",12,249620,0,0,7,42000,0,0,0,0,0,0,0,0,"Colorado","2012","August",15.4166666666667
"548","Colorado","2012","October",2,91776.32,2,91776.32,0,0,0,0,0,0,0,0,0,0,"Colorado","2012","October",8.5
"549","Colorado","2012","November",30,62000.19,6,756,20,20133.69,0,0,0,0,0,0,0,0,"Colorado","2012","November",18
"550","Colorado","2012","December",674,8253.76,16,1032.6,2,278.05,30,11.1,0,0,0,0,0,0,"Colorado","2012","December",13.0625
"551","Colorado","2013","January",831,294766.83,137,30971.64,12,14822,416,179.19,0,0,0,0,0,0,"Colorado","2013","January",6.41984732824428
"552","Colorado","2013","February",582,91168.16,35,1797.24,26,10273.55,56,22.26,0,0,0,0,0,0,"Colorado","2013","February",16.1267605633803
"553","Colorado","2013","March",280,16401.83,50,493.29,1,930.49,0,0,0,0,0,0,0,0,"Colorado","2013","March",13.9545454545455
"554","Colorado","2013","April",686,307933.28,88,67327.55,8,1054,92,116.24,0,0,0,0,0,0,"Colorado","2013","April",20.9365079365079
"555","Colorado","2013","May",598,191587.71,159,32418.62,4,378.05,245,12.11,0,0,0,0,0,0,"Colorado","2013","May",18.2365591397849
"556","Colorado","2013","June",525,81142.63,10,1308,15,10089.96,185,61.61,0,0,0,0,0,0,"Colorado","2013","June",19.6153846153846
"557","Colorado","2013","July",395,653528.67,308,2241.74,3,20511.92,0,0,0,0,0,0,0,0,"Colorado","2013","July",16.4516129032258
"558","Colorado","2013","August",607,296916.44,82,20228.35,2,3588,50,3.88,0,0,0,0,0,0,"Colorado","2013","August",10.4949494949495
"559","Colorado","2013","September",383,684909.19,14,660643.75,7,1544.49,120,49.11,0,0,0,0,0,0,"Colorado","2013","September",15.5526315789474
"560","Colorado","2013","October",568,868318.32,8,658331,0,0,0,0,0,0,0,0,0,0,"Colorado","2013","October",19.7017543859649
"561","Colorado","2013","November",322,969475.99,106,827287.58,37,46286.57,0,0,0,0,0,0,0,0,"Colorado","2013","November",17.7777777777778
"562","Colorado","2013","December",297,126316.91,90,2633.96,11,98900.72,90,24.22,0,0,0,0,0,0,"Colorado","2013","December",15.5
"563","Colorado","2014","January",567,75043.65,18,6626.79,1,5650,360,36.33,0,0,0,0,0,0,"Colorado","2014","January",15.9705882352941
"564","Colorado","2014","February",356,2410555.1,13,2200700.78,2,18990,0,0,0,0,0,0,0,0,"Colorado","2014","February",19.1666666666667
"565","Colorado","2014","March",3437,1151936.95,331,736581.65,345,199218.96,1937,503.8,0,0,0,0,0,0,"Colorado","2014","March",17.4978723404255
"566","Colorado","2014","April",41,297867.1,6,2994,4,18615,0,0,0,0,0,0,0,0,"Colorado","2014","April",14.7407407407407
"567","Colorado","2014","May",139,1027652.48,1,733000,20,49773.57,0,0,0,0,0,0,0,0,"Colorado","2014","May",11.8604651162791
"568","Colorado","2014","June",216,37249.88,90,736.11,22,14212.45,0,0,0,0,0,0,0,0,"Colorado","2014","June",8.59523809523809
"569","Colorado","2014","July",638,38509.9,249,15321.95,8,12927,0,0,0,0,0,0,0,0,"Colorado","2014","July",15.5555555555556
"570","Colorado","2014","August",125,81709.83,3,25.93,2,3328.62,0,0,0,0,0,0,0,0,"Colorado","2014","August",17.2222222222222
"571","Colorado","2014","September",507,534675.18,46,434052,84,56536.83,0,0,0,0,0,0,0,0,"Colorado","2014","September",21.8923076923077
"572","Colorado","2014","October",1657,691546.93,34,662,126,22429.29,37,23.21,0,0,0,0,0,0,"Colorado","2014","October",14.765625
"573","Colorado","2014","November",789,350303.43,76,6663.89,31,52758.93,0,0,0,0,0,0,0,0,"Colorado","2014","November",18.664
"574","Colorado","2014","December",774,357924.64,84,10394.27,58,119145.29,0,0,0,0,0,0,0,0,"Colorado","2014","December",11.6603773584906
"575","Colorado","2015","January",369,235197.73,63,32869,28,26412.66,0,0,0,0,0,0,0,0,"Colorado","2015","January",14.3888888888889
"576","Colorado","2015","February",935,164095,33,11805,22,21557.87,50,3.84,0,0,0,0,0,0,"Colorado","2015","February",17.5789473684211
"577","Colorado","2015","March",629,141574.97,53,2009.53,10,17940,24,85.56,0,0,0,0,0,0,"Colorado","2015","March",16.5360824742268
"578","Colorado","2015","April",885,240219.03,7,364.86,12,4655.36,11,42.75,0,0,0,0,0,0,"Colorado","2015","April",10.2095238095238
"579","Colorado","2015","May",457,486927.11,9,3234,8,201,0,0,1,3000,4,74.25,0,0,"Colorado","2015","May",13.7794117647059
"580","Colorado","2015","June",426,69037.79,16,26.36,0,0,40,14.98,0,0,0,0,0,0,"Colorado","2015","June",11.9
"581","Colorado","2015","July",388,388920.05,81,11472.83,55,44892.89,85,37.24,0,0,0,0,0,0,"Colorado","2015","July",17.7222222222222
"582","Colorado","2015","August",1778,438347.64,69,8064.66,40,2265.46,52,19.34,0,0,0,0,0,0,"Colorado","2015","August",16.4576271186441
"583","Colorado","2015","September",856,140060.08,105,1697.85,35,47683.45,4,6896.49,0,0,0,0,0,0,"Colorado","2015","September",16.9677419354839
"584","Connecticut","1998","June",10,43000,0,0,10,43000,0,0,0,0,0,0,0,0,"Connecticut","1998","June",1
"585","Connecticut","1998","October",1,150000,1,150000,0,0,0,0,0,0,0,0,0,0,"Connecticut","1998","October",20
"586","Connecticut","1999","February",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Connecticut","1999","February",2
"587","Connecticut","2000","October",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Connecticut","2000","October",18
"588","Connecticut","2003","February",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Connecticut","2003","February",13
"589","Connecticut","2005","July",2,184580,0,0,2,184580,0,0,0,0,0,0,0,0,"Connecticut","2005","July",12
"590","Connecticut","2006","April",115,55580,115,55580,0,0,0,0,0,0,0,0,0,0,"Connecticut","2006","April",24.6608695652174
"591","Connecticut","2006","July",3,324,3,324,0,0,0,0,0,0,0,0,0,0,"Connecticut","2006","July",5
"592","Connecticut","2006","September",8,864,8,864,0,0,0,0,0,0,0,0,0,0,"Connecticut","2006","September",15
"593","Connecticut","2007","January",9,4491,9,4491,0,0,0,0,0,0,0,0,0,0,"Connecticut","2007","January",23
"594","Connecticut","2007","February",118,40637.97,118,40637.97,0,0,0,0,0,0,0,0,0,0,"Connecticut","2007","February",7.03389830508475
"595","Connecticut","2007","April",1,150000,1,150000,0,0,0,0,0,0,0,0,0,0,"Connecticut","2007","April",30
"596","Connecticut","2007","May",3,414,3,414,0,0,0,0,0,0,0,0,0,0,"Connecticut","2007","May",15
"597","Connecticut","2007","August",14,5542,14,5542,0,0,0,0,0,0,0,0,0,0,"Connecticut","2007","August",6.57142857142857
"598","Connecticut","2007","September",2,276,2,276,0,0,0,0,0,0,0,0,0,0,"Connecticut","2007","September",25
"599","Connecticut","2007","December",13,4682,13,4682,0,0,0,0,0,0,0,0,0,0,"Connecticut","2007","December",17.5384615384615
"600","Connecticut","2008","February",181,59895.91,181,59895.91,0,0,0,0,0,0,0,0,0,0,"Connecticut","2008","February",27.3425414364641
"601","Connecticut","2008","April",18,2484,18,2484,0,0,0,0,0,0,0,0,0,0,"Connecticut","2008","April",21
"602","Connecticut","2008","May",8,3992,8,3992,0,0,0,0,0,0,0,0,0,0,"Connecticut","2008","May",23
"603","Connecticut","2008","June",13,5765,13,5765,0,0,0,0,0,0,0,0,0,0,"Connecticut","2008","June",25.7692307692308
"604","Connecticut","2008","July",13,4321,13,4321,0,0,0,0,0,0,0,0,0,0,"Connecticut","2008","July",14.2307692307692
"605","Connecticut","2008","September",4,432,4,432,0,0,0,0,0,0,0,0,0,0,"Connecticut","2008","September",30
"606","Connecticut","2008","October",21,2898,21,2898,0,0,0,0,0,0,0,0,0,0,"Connecticut","2008","October",24.3809523809524
"607","Connecticut","2009","January",5,2495,5,2495,0,0,0,0,0,0,0,0,0,0,"Connecticut","2009","January",13
"608","Connecticut","2009","April",20,2400,20,2400,0,0,0,0,0,0,0,0,0,0,"Connecticut","2009","April",1
"609","Connecticut","2009","July",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Connecticut","2009","July",20
"610","Connecticut","2010","April",1,922704,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2010","April",26
"611","Connecticut","2010","May",8,1104,8,1104,0,0,0,0,0,0,0,0,0,0,"Connecticut","2010","May",25
"612","Connecticut","2010","August",21,2520,21,2520,0,0,0,0,0,0,0,0,0,0,"Connecticut","2010","August",2
"613","Connecticut","2010","December",24,2916,24,2916,0,0,0,0,0,0,0,0,0,0,"Connecticut","2010","December",15
"614","Connecticut","2011","April",8,960,8,960,0,0,0,0,0,0,0,0,0,0,"Connecticut","2011","April",16
"615","Connecticut","2011","July",1,15000,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2011","July",13
"616","Connecticut","2011","September",1,41447,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2011","September",29
"617","Connecticut","2011","December",1,50458,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2011","December",6
"618","Connecticut","2012","January",3,232122,1,150000,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","January",18
"619","Connecticut","2012","February",1,50458,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","February",6
"620","Connecticut","2012","March",2,115528,1,65070,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","March",18
"621","Connecticut","2012","April",139,198470,131,64647,6,36000,0,0,0,0,0,0,0,0,"Connecticut","2012","April",20.1942446043165
"622","Connecticut","2012","May",27,106279,25,1324,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","May",22
"623","Connecticut","2012","June",20,159521,17,8147,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","June",20.95
"624","Connecticut","2012","July",89,131739,37,1324,50,38896,0,0,0,0,0,0,0,0,"Connecticut","2012","July",13.6071428571429
"625","Connecticut","2012","August",21,72886,21,72886,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","August",3.23529411764706
"626","Connecticut","2012","October",1,41061,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","October",17
"627","Connecticut","2012","December",1,41061,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2012","December",7
"628","Connecticut","2013","February",28,173216,26,75775,0,0,0,0,0,0,0,0,0,0,"Connecticut","2013","February",7.30769230769231
"629","Connecticut","2013","March",31,97503.55,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2013","March",16.9166666666667
"630","Connecticut","2013","April",14,41613.87,0,0,0,0,13,552.87,0,0,0,0,0,0,"Connecticut","2013","April",15.1
"631","Connecticut","2013","May",15,461.67,15,461.67,0,0,0,0,0,0,0,0,0,0,"Connecticut","2013","May",15
"632","Connecticut","2013","June",50,175.87,20,163.76,0,0,30,12.11,0,0,0,0,0,0,"Connecticut","2013","June",27.5
"633","Connecticut","2013","July",2,135657,0,0,0,0,0,0,0,0,0,0,0,0,"Connecticut","2013","July",22.5
"634","Connecticut","2013","September",4,1398122,2,1316000,0,0,0,0,0,0,0,0,0,0,"Connecticut","2013","September",18.25
"635","Connecticut","2013","October",5,6.23,5,6.23,0,0,5,6.23,0,0,0,0,0,0,"Connecticut","2013","October",16
"636","Connecticut","2013","November",5,50533.01,4,75.01,0,0,0,0,0,0,0,0,0,0,"Connecticut","2013","November",19.5
"637","Connecticut","2013","December",52,1085.58,1,75.01,0,0,0,0,0,0,0,0,0,0,"Connecticut","2013","December",11
"638","Connecticut","2014","January",62,474.58,11,439,51,35.58,0,0,0,0,0,0,0,0,"Connecticut","2014","January",15.3333333333333
"639","Connecticut","2014","February",4,2932000,4,2932000,0,0,0,0,0,0,0,0,0,0,"Connecticut","2014","February",13
"640","Connecticut","2014","March",299,1653509.61,154,1425021.18,63,11907.6,64,139.25,0,0,0,0,0,0,"Connecticut","2014","March",17.5135135135135
"641","Connecticut","2014","April",85,2313204.78,53,2199043.56,0,0,0,0,0,0,0,0,0,0,"Connecticut","2014","April",16.25
"642","Connecticut","2014","May",8,61058.52,0,0,5,20716.42,0,0,0,0,0,0,0,0,"Connecticut","2014","May",14
"643","Connecticut","2014","June",87,9580.99,39,710.67,1,8450,24,73.54,0,0,0,0,0,0,"Connecticut","2014","June",15.125
"644","Connecticut","2014","July",45,818.52,3,354,0,0,34,122.86,0,0,0,0,0,0,"Connecticut","2014","July",20.5
"645","Connecticut","2014","August",117,73320.25,73,1142.15,17,6701.21,0,0,0,0,0,0,0,0,"Connecticut","2014","August",18.25
"646","Connecticut","2014","September",138,349450.07,81,29111.21,17,223978.62,12,61.43,0,0,0,0,0,0,"Connecticut","2014","September",12.887323943662
"647","Connecticut","2014","October",235,498664.12,48,11428.01,31,6173.17,5,122.86,0,0,0,0,0,0,"Connecticut","2014","October",13.0819672131148
"648","Connecticut","2014","November",133,240801.73,101,64812.43,0,0,2,61.43,0,0,0,0,0,0,"Connecticut","2014","November",14.7254901960784
"649","Connecticut","2014","December",39,47382.08,14,404.96,0,0,0,0,0,0,0,0,0,0,"Connecticut","2014","December",14.7368421052632
"650","Connecticut","2015","January",256,134700.62,95,55510.33,0,0,0,0,0,0,0,0,0,0,"Connecticut","2015","January",17.3296703296703
"651","Connecticut","2015","February",320,124819.84,72,24135.87,0,0,0,0,0,0,0,0,0,0,"Connecticut","2015","February",19.6875
"652","Connecticut","2015","March",315,32298.21,113,1385.45,0,0,0,0,0,0,0,0,0,0,"Connecticut","2015","March",16.1428571428571
"653","Connecticut","2015","April",210,196719.58,35,1740,0,0,0,0,0,0,0,0,0,0,"Connecticut","2015","April",12.5666666666667
"654","Connecticut","2015","May",101,241408.96,40,2156,0,0,0,0,0,0,0,0,0,0,"Connecticut","2015","May",13.6
"655","Connecticut","2015","June",50,299280.68,11,1078,2,1106,0,0,0,0,0,0,0,0,"Connecticut","2015","June",12.1428571428571
"656","Connecticut","2015","July",602,121835.38,93,1252.98,2,7565.75,0,0,0,0,0,0,0,0,"Connecticut","2015","July",22.0967741935484
"657","Connecticut","2015","August",255,38811.17,140,2663.82,9,35182,12,184.29,0,0,0,0,0,0,"Connecticut","2015","August",18.4
"658","Connecticut","2015","September",367,40888.34,89,2054.89,5,1492,68,68.08,0,0,0,0,0,0,"Connecticut","2015","September",23
"659","Delaware","1993","August",7,966,7,966,0,0,0,0,0,0,0,0,0,0,"Delaware","1993","August",7
"660","Delaware","2005","August",4,17200,0,0,4,17200,0,0,0,0,0,0,0,0,"Delaware","2005","August",15
"661","Delaware","2006","January",1,58.71,1,58.71,0,0,0,0,0,0,0,0,0,0,"Delaware","2006","January",13
"662","Delaware","2006","March",12,5988,12,5988,0,0,0,0,0,0,0,0,0,0,"Delaware","2006","March",13
"663","Delaware","2006","June",35,17465,35,17465,0,0,0,0,0,0,0,0,0,0,"Delaware","2006","June",19
"664","Delaware","2006","September",16,7984,16,7984,0,0,0,0,0,0,0,0,0,0,"Delaware","2006","September",20
"665","Delaware","2006","December",5,690,5,690,0,0,0,0,0,0,0,0,0,0,"Delaware","2006","December",8
"666","Delaware","2007","January",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"Delaware","2007","January",25
"667","Delaware","2007","August",2,998,2,998,0,0,0,0,0,0,0,0,0,0,"Delaware","2007","August",22
"668","Delaware","2008","April",7,2172.13,7,2172.13,0,0,0,0,0,0,0,0,0,0,"Delaware","2008","April",6
"669","Delaware","2008","May",1,120,1,120,0,0,0,0,0,0,0,0,0,0,"Delaware","2008","May",29
"670","Delaware","2008","August",2,117.42,2,117.42,0,0,0,0,0,0,0,0,0,0,"Delaware","2008","August",14
"671","Delaware","2009","March",2,276,2,276,0,0,0,0,0,0,0,0,0,0,"Delaware","2009","March",31
"672","Delaware","2009","November",6,352.26,6,352.26,0,0,0,0,0,0,0,0,0,0,"Delaware","2009","November",24.6666666666667
"673","Delaware","2010","July",2,117.42,2,117.42,0,0,0,0,0,0,0,0,0,0,"Delaware","2010","July",16
"674","Delaware","2010","August",51,6246,51,6246,0,0,0,0,0,0,0,0,0,0,"Delaware","2010","August",2.09803921568627
"675","Delaware","2010","October",10,1200,10,1200,0,0,0,0,0,0,0,0,0,0,"Delaware","2010","October",28
"676","Delaware","2011","February",2,82122,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","February",11
"677","Delaware","2011","April",3,41301,2,240,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","April",20.3333333333333
"678","Delaware","2011","May",19,4390,19,4390,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","May",11.3684210526316
"679","Delaware","2011","June",14,1752,14,1752,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","June",22
"680","Delaware","2011","July",6,42716,5,1655,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","July",14.1666666666667
"681","Delaware","2011","August",9,43709,8,2648,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","August",12.2222222222222
"682","Delaware","2011","September",2,97481,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","September",21.5
"683","Delaware","2011","October",23,8789,23,8789,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","October",12.2173913043478
"684","Delaware","2011","November",16,6976,16,6976,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","November",8.25
"685","Delaware","2011","December",1,39158,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2011","December",12
"686","Delaware","2012","January",1,50458,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2012","January",24
"687","Delaware","2012","February",6,202089.42,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2012","February",9
"688","Delaware","2012","March",1,41447,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2012","March",14
"689","Delaware","2012","April",16,5782,16,5782,0,0,0,0,0,0,0,0,0,0,"Delaware","2012","April",19
"690","Delaware","2012","August",3,138884,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2012","August",6.33333333333333
"691","Delaware","2012","October",8,22655.99,5,331,1,22315,0,0,0,0,0,0,0,0,"Delaware","2012","October",26
"692","Delaware","2012","November",94,6141.14,6,1986,1,358,0,0,0,0,0,0,0,0,"Delaware","2012","November",16.75
"693","Delaware","2012","December",1,10000,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2012","December",11
"694","Delaware","2013","January",6,31800,0,0,3,1800,0,0,0,0,0,0,0,0,"Delaware","2013","January",18.3333333333333
"695","Delaware","2013","February",204,3868.44,0,0,0,0,202,48.44,0,0,0,0,0,0,"Delaware","2013","February",12.5
"696","Delaware","2013","March",92,61905.95,36,3395.65,28,6159,0,0,0,0,0,0,0,0,"Delaware","2013","March",20.0227272727273
"697","Delaware","2013","April",149,441831.23,6,720,42,441069,0,0,0,0,0,0,0,0,"Delaware","2013","April",13.04
"698","Delaware","2013","May",56,403.88,56,403.88,0,0,0,0,0,0,0,0,0,0,"Delaware","2013","May",18
"699","Delaware","2013","June",11,2085.03,0,0,8,1484,0,0,0,0,0,0,0,0,"Delaware","2013","June",17.5
"700","Delaware","2013","July",81,36270.92,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2013","July",21.5555555555556
"701","Delaware","2013","September",7,50003,0,0,6,106,0,0,0,0,0,0,0,0,"Delaware","2013","September",17.5
"702","Delaware","2013","October",11,27979.51,0,0,0,0,5,12.11,0,0,0,0,0,0,"Delaware","2013","October",8.6
"703","Delaware","2013","November",112,69871.32,14,1658,12,19.48,75,12.11,0,0,0,0,0,0,"Delaware","2013","November",6.41666666666667
"704","Delaware","2013","December",14,331,14,331,0,0,0,0,0,0,0,0,0,0,"Delaware","2013","December",6
"705","Delaware","2014","January",72,80288.86,9,9132.46,8,20674.18,54,24.22,0,0,0,0,0,0,"Delaware","2014","January",13.7777777777778
"706","Delaware","2014","February",3,101705,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2014","February",22
"707","Delaware","2014","March",533,1247026.31,42,1266.61,54,1159442.77,157,48.44,0,0,0,0,0,0,"Delaware","2014","March",17.8227848101266
"708","Delaware","2014","April",44,254412.16,9,0.6,3,8450,0,0,0,0,0,0,0,0,"Delaware","2014","April",14.4285714285714
"709","Delaware","2014","May",78,9496.69,6,5.4,4,8450,0,0,0,0,0,0,0,0,"Delaware","2014","May",13.4
"710","Delaware","2014","June",4,79900,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2014","June",5.5
"711","Delaware","2014","July",15,12423.9,0,0,15,12423.9,0,0,0,0,0,0,0,0,"Delaware","2014","July",31
"712","Delaware","2014","August",86,21.23,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2014","August",1
"713","Delaware","2014","September",8,70784.21,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2014","September",11.75
"714","Delaware","2014","October",132,672281.19,1,412000,2,64.42,0,0,1,25000,0,0,0,0,"Delaware","2014","October",15.2121212121212
"715","Delaware","2014","November",225,42947.09,0,0,2,779,8,35.53,0,0,0,0,0,0,"Delaware","2014","November",14.125
"716","Delaware","2014","December",282,39571.04,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2014","December",17.75
"717","Delaware","2015","January",256,38841.08,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2015","January",22.2666666666667
"718","Delaware","2015","February",233,98608.25,0,0,27,4017.53,0,0,1,31765,0,0,0,0,"Delaware","2015","February",14.2142857142857
"719","Delaware","2015","March",686,773529.79,12,1078,13,11591.02,0,0,0,0,5,237.26,0,0,"Delaware","2015","March",26.3673469387755
"720","Delaware","2015","April",612,545781.81,13,23.02,1,199,0,0,0,0,0,0,0,0,"Delaware","2015","April",16.3367346938776
"721","Delaware","2015","May",276,387793.9,45,4286,5,100,0,0,0,0,0,0,0,0,"Delaware","2015","May",12.4285714285714
"722","Delaware","2015","June",31,219171.88,0,0,9,0,0,0,0,0,0,0,0,0,"Delaware","2015","June",17
"723","Delaware","2015","July",304,97283.61,0,0,0,0,0,0,0,0,0,0,0,0,"Delaware","2015","July",10.7
"724","Delaware","2015","August",448,224877.17,1,2130,0,0,100,22.26,0,0,9,0,0,0,"Delaware","2015","August",14.1176470588235
"725","Delaware","2015","September",506,151346.62,11,209.07,4,0,192,49.35,0,0,0,0,0,0,"Delaware","2015","September",19.1176470588235
"726","Florida","1994","November",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Florida","1994","November",21
"727","Florida","1995","January",1,5029,0,0,0,0,0,0,0,0,0,0,0,0,"Florida","1995","January",23
"728","Florida","1995","July",6,14100,0,0,0,0,0,0,0,0,0,0,0,0,"Florida","1995","July",20
"729","Florida","1996","January",2,283107,0,0,2,283107,0,0,0,0,0,0,0,0,"Florida","1996","January",2
"730","Florida","1996","February",1,92290,0,0,1,92290,0,0,0,0,0,0,0,0,"Florida","1996","February",13
"731","Florida","1996","March",3,509613,0,0,3,509613,0,0,0,0,0,0,0,0,"Florida","1996","March",11
"732","Florida","1996","April",1,190817,0,0,1,190817,0,0,0,0,0,0,0,0,"Florida","1996","April",22
"733","Florida","1996","May",2,184580,0,0,2,184580,0,0,0,0,0,0,0,0,"Florida","1996","May",21
"734","Florida","1997","February",5,461450,0,0,5,461450,0,0,0,0,0,0,0,0,"Florida","1997","February",4
"735","Florida","1997","July",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Florida","1997","July",11
"736","Florida","1998","March",2,8210,0,0,2,8210,0,0,0,0,0,0,0,0,"Florida","1998","March",20
"737","Florida","1998","April",1,4105,0,0,1,4105,0,0,0,0,0,0,0,0,"Florida","1998","April",6
"738","Florida","1998","June",1,4300,0,0,1,4300,0,0,0,0,0,0,0,0,"Florida","1998","June",23
"739","Florida","1998","July",2,69370,1,65070,1,4300,0,0,0,0,0,0,0,0,"Florida","1998","July",30
"740","Florida","1998","October",6,9e+05,6,9e+05,0,0,0,0,0,0,0,0,0,0,"Florida","1998","October",23
"741","Florida","1999","February",2,10402,0,0,0,0,0,0,0,0,0,0,0,0,"Florida","1999","February",24
"742","Florida","1999","September",1,49897,0,0,0,0,0,0,0,0,0,0,0,0,"Florida","1999","September",9
"743","Florida","2000","January",1,749045,0,0,0,0,0,0,0,0,0,0,0,0,"Florida","2000","January",6
"744","Florida","2000","October",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Florida","2000","October",25
"745","Florida","2001","January",2,276000,2,276000,0,0,0,0,0,0,0,0,0,0,"Florida","2001","January",31
"746","Florida","2001","February",1,35000,1,35000,0,0,0,0,0,0,0,0,0,0,"Florida","2001","February",5
"747","Florida","2001","March",1,35000,1,35000,0,0,0,0,0,0,0,0,0,0,"Florida","2001","March",14
"748","Florida","2001","June",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Florida","2001","June",1
"749","Florida","2002","December",1,43376,0,0,0,0,0,0,0,0,0,0,0,0,"Florida","2002","December",31
"750","Florida","2003","January",2,142592,1,65070,0,0,0,0,0,0,0,0,0,0,"Florida","2003","January",15
"751","Florida","2003","March",3,9621,0,0,3,9621,0,0,0,0,0,0,0,0,"Florida","2003","March",10
"752","Florida","2003","July",2,231258,0,0,1,190817,0,0,0,0,0,0,0,0,"Florida","2003","July",15.5
"753","Florida","2003","September",2,568022,2,568022,0,0,0,0,0,0,0,0,0,0,"Florida","2003","September",23.5
"754","Florida","2003","October",4,1057710,4,1057710,0,0,0,0,0,0,0,0,0,0,"Florida","2003","October",24
"755","Florida","2004","February",1,65070,1,65070,0,0,0,0,0,0,0,0,0,0,"Florida","2004","February",26
"756","Florida","2004","April",2,318796,0,0,2,318796,0,0,0,0,0,0,0,0,"Florida","2004","April",13
"757","Florida","2004","October",1,244844,1,244844,0,0,0,0,0,0,0,0,0,0,"Florida","2004","October",15
"758","Florida","2005","April",1,43376,0,0,0,0,0,0,0,0,0,0,0,0,"Florida","2005","April",8
"759","Florida","2005","June",1,190817,0,0,1,190817,0,0,0,0,0,0,0,0,"Florida","2005","June",27
"760","Florida","2005","December",7,756,7,756,0,0,0,0,0,0,0,0,0,0,"Florida","2005","December",6
"761","Florida","2006","January",58,28061.42,58,28061.42,0,0,0,0,0,0,0,0,0,0,"Florida","2006","January",13.7586206896552
"762","Florida","2006","February",584,289331,584,289331,0,0,0,0,0,0,0,0,0,0,"Florida","2006","February",9.43664383561644
