State,Station Name (LEA),NSN,Item Name,Quantity,UI,Acquisition Value,DEMIL Code,DEMIL IC,Ship Date
DC,FBI FLY TEAM,7021-DS-HAN-DHE0,HANDHELD DEVICE,5,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,7021-DS-HAN-DHE0,HANDHELD DEVICE,4,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,7021-DS-HAN-DHE0,HANDHELD DEVICE,5,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,8415-01-461-8341,"SHIRT,COLD WEATHER",33,Each,$60.25,A,1,"Apr 1, 2015 12:00:00 AM"
DC,FBI FLY TEAM,7021-DS-HAN-DHE0,HANDHELD DEVICE,5,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,7021-DS-HAN-DHE0,HANDHELD DEVICE,5,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,7021-DS-HAN-DHE0,HANDHELD DEVICE,5,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,7021-DS-HAN-DHE0,HANDHELD DEVICE,3,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,6230-01-281-3775,FLASHLIGHT,2,Each,$27.09,A,1,"Jul 16, 2015 12:00:00 AM"
DC,FBI FLY TEAM,1240-01-411-1265,"SIGHT,REFLEX",20,Each,$331.00,D,1,"Jul 16, 2015 12:00:00 AM"
DC,FBI FLY TEAM,4240-01-525-5085,"SPECTACLE KIT,INTERCHANGABLE COMPONENT EYESHIELD",23,Each,$52.35,A,1,"Nov 13, 2014 12:00:00 AM"
DC,FBI FLY TEAM,8465-DS-BAG-0002,INDIVIDUAL BAG,6,Each,$0.00,A,,"Jul 16, 2015 12:00:00 AM"
DC,FBI FLY TEAM,8465-01-523-6276,"FIELD PACK,LARGE,SET",3,Set,$263.25,A,1,"Feb 5, 2015 12:00:00 AM"
DC,FBI FLY TEAM,8465-01-523-6276,"FIELD PACK,LARGE,SET",13,Set,$263.25,A,1,"Feb 5, 2015 12:00:00 AM"
DC,FBI FLY TEAM,8145-DS-CAS-E004,SHIPPING CASE,10,Each,$0.00,A,,"Jul 29, 2015 12:00:00 AM"
DC,FBI FLY TEAM,8145-DS-CAS-E004,SHIPPING CASE,5,Each,$0.00,A,,"Jul 29, 2015 12:00:00 AM"
DC,FBI FLY TEAM,8145-DS-CAS-E004,SHIPPING CASE,12,Each,$0.00,A,,"Jul 29, 2015 12:00:00 AM"
DC,FBI FLY TEAM,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",2,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",2,Each,$0.00,A,,"Nov 28, 2014 12:00:00 AM"
DC,FBI FLY TEAM,6720-DS-DIG-ITA0,"CAMERA, DIGITAL",19,Each,$0.00,A,,"Nov 24, 2014 12:00:00 AM"
DC,FBI FLY TEAM,8465-01-515-8615,FIELD PACK,20,Each,$548.59,A,1,"Feb 5, 2015 12:00:00 AM"
DC,FBI FLY TEAM,8465-01-393-6515,"MAT,SLEEPING,SELF-INFLATING",10,Each,$47.09,A,1,"Nov 13, 2014 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8415-00-376-1657,"PARKA,EXTREME COLD WEATHER",4,Each,$102.03,A,1,"Aug 6, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8415-00-376-1668,"PARKA,EXTREME COLD WEATHER",46,Each,$102.03,A,1,"Jun 20, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8415-00-376-1661,"PARKA,EXTREME COLD WEATHER",20,Each,$102.03,A,1,"Aug 6, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,5411-01-132-1269,"SHELTER,NONEXPANDABLE",1,Each,"$4,169.00",A,1,"Aug 27, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,5411-01-132-1269,"SHELTER,NONEXPANDABLE",1,Each,"$4,169.00",A,1,"Aug 27, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,6625-01-489-5585,MULTIMETER,1,Each,$220.85,A,1,"Jun 20, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8465-01-515-8615,FIELD PACK,28,Each,$548.59,A,1,"Aug 6, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8415-00-376-1710,"PARKA,EXTREME COLD WEATHER",42,Each,$102.03,A,1,"Jun 20, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,3930-01-239-2679,"TRUCK,LIFT,FORK",1,Each,"$23,849.00",A,1,"Oct 10, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,3930-DS-FOR-KLIF,FORKLIFT,1,Each,$0.00,A,,"Aug 27, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8415-00-376-1734,"PARKA,EXTREME COLD WEATHER",1,Each,$102.03,A,1,"Aug 6, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8415-00-376-1734,"PARKA,EXTREME COLD WEATHER",15,Each,$102.03,A,1,"Aug 6, 2013 12:00:00 AM"
DC,HOMELAND SECURITY  EMER MGMT HSEMA,8415-00-376-1710,"PARKA,EXTREME COLD WEATHER",9,Each,$102.03,A,1,"Aug 6, 2013 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8420-DS-MUN-DERW,"UNDERWEAR AND NIGHTWEAR, MENS",25,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8420-DS-MUN-DERW,"UNDERWEAR AND NIGHTWEAR, MENS",25,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8465-DS-POU-CH00,INDIVIDUAL POUCH,100,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8340-01-491-1449,"FLOOR,TENT",1,Each,$315.58,A,1,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8405-DS-OUT-MENS,"OUTERWEAR, MEN'S",15,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,6530-DS-TRE-TCHE,MEDICAL LITTER AND STRETCHERS,4,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8405-DS-OUT-MENS,"OUTERWEAR, MEN'S",15,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8405-DS-OUT-MENS,"OUTERWEAR, MEN'S",5,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8405-DS-OUT-MENS,"OUTERWEAR, MEN'S",16,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8405-DS-OUT-MENS,"OUTERWEAR, MEN'S",5,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8465-01-115-0026,"CANTEEN,WATER",100,Each,$5.56,A,1,"Sep 30, 2015 12:00:00 AM"
DC,HSI-NATIONAL EMERGENCY MANAGEMENT,8405-DS-OUT-MENS,"OUTERWEAR, MEN'S",15,Each,$0.00,A,,"Sep 30, 2015 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
DC,METROPOLITAN POLICE DEPT,1005-00-073-9421,"RIFLE,5.56 MILLIMETER",1,Each,$499.00,D,1,"Mar 25, 2008 12:00:00 AM"
